id,umap_x,umap_y,syllable_type
2.0,3.127821,-3.1266642,Short
3.0,5.789115,-5.2840433,Chevron
1.0,12.647719,3.126076,Down
2.0,11.521755,1.3755426,Down
3.0,1.8289495,2.7537472,Complex
4.0,10.137713,4.7065215,Down
5.0,3.5396183,1.2085274,Chevron
6.0,3.066247,-2.810687,Complex
7.0,5.6947765,-4.253737,Chevron
8.0,13.972427,1.1753806,Short
1.0,6.773577,-5.0823903,Chevron
2.0,11.039107,5.3193016,Down
3.0,15.476925,2.882276,Short
4.0,15.1446905,2.8218918,Short
5.0,13.649692,5.03618,Short
6.0,14.234996,5.291017,Short
7.0,7.381384,-5.086794,Short
8.0,13.63849,4.146909,Up
1.0,2.3480015,2.3801134,Chevron
2.0,3.450128,2.9584148,Chevron
3.0,3.0659995,3.8436096,Flat
4.0,3.4778657,2.0393693,Frequency_Jump
5.0,2.920418,-3.8708699,Complex
6.0,3.1873534,-4.304767,Flat
1.0,7.2279468,-5.0928035,Chevron
2.0,6.7774997,-5.078199,Chevron
3.0,6.7332954,-5.5244184,Short
4.0,4.4035935,-3.5964496,Short
5.0,3.9959416,-2.374252,Chevron
6.0,15.525806,2.9121263,Short
1.0,4.6458673,3.1690643,Flat
2.0,3.677476,4.7880726,Flat
3.0,9.427253,2.8787246,Flat
4.0,5.5779805,-2.3593624,Chevron
1.0,3.1561496,-2.8679743,Complex
1.0,13.65246,5.847357,Short
1.0,3.8025775,0.40722147,Chevron
2.0,2.5731685,-4.1252766,Chevron
1.0,2.6082668,-4.1289477,Down
1.0,2.7545366,3.8700035,Down
2.0,3.336899,-1.7678986,Complex
3.0,3.8965218,-0.301903,Chevron
4.0,2.3974826,-3.2043273,Short
1.0,2.9363606,-3.8306134,Chevron
2.0,2.9590254,-3.8056045,Chevron
3.0,2.8922315,-3.8992715,Chevron
4.0,4.972145,-4.1866646,Chevron
5.0,15.50867,2.907027,Short
1.0,4.7946777,-1.654525,Down
2.0,2.2560506,-2.9369144,Complex
3.0,2.2588649,-2.9592893,Complex
4.0,3.3965833,1.3850771,Frequency_Jump
5.0,3.2804492,-2.3852165,Complex
6.0,5.2257895,-3.934156,Chevron
7.0,13.651915,3.6856756,Short
1.0,9.225575,-0.61108524,Short
2.0,4.389833,-2.8017795,Chevron
3.0,4.408252,-2.7922003,Chevron
4.0,4.393435,-2.7560701,Chevron
5.0,5.4014225,-4.8922577,Complex
6.0,4.1075006,0.7091128,Frequency_Jump
7.0,3.4282591,-1.1981486,Complex
8.0,13.614558,6.1028047,Short
9.0,13.937356,5.443192,Short
1.0,4.024735,1.4112332,Up
2.0,3.9375417,0.12354474,Frequency_Jump
1.0,14.693341,2.4080727,Flat
2.0,3.8504186,-0.9042482,Chevron
3.0,4.8420906,1.6835845,Flat
4.0,4.6277947,1.018546,Flat
5.0,2.3005393,2.5261319,Frequency_Jump
