png,noise_rank,tier,traditional_label,wav_stem,det_start_s,det_end_s,call_length_s,principal_freq_hz,tonality,mean_power_db,det_prob_max,hdbscan_label,hdbscan_probability,umap_x,umap_y,verdict,couple,nn_center_gap_s,nn_edge_gap_s,nn_hdbscan_label,nn_start_s,nn_end_s
c0_120_auto_accept_Cluster_14_131211_1800_m2fm3_chunk_030_1p025s.png,120,auto_accept,Cluster_14,131211_1800_m2fm3_chunk_030,1.0248533333333334,1.11872,0.0446600000000001,45.322580645161295,0.186639189148151,-102.22250031526885,0.9869197607040404,0,1.0,10.687043,9.578392,usv,m2fm3,0.2751999999999999,0.17493333333333316,0.0,1.293653333333333,1.40032
c0_121_auto_accept_Cluster_16_131211_1800_m3fm1_chunk_153_1p964s.png,121,auto_accept,Cluster_16,131211_1800_m3fm1_chunk_153,1.96352,1.97632,0.01197,76.72413793103448,0.1965834548392911,-105.4800286681481,0.9269351363182068,0,0.9392368691656198,7.97762,9.046819,noise,m3fm1,0.13013333333333343,0.04266666666666663,1.0,1.75872,1.9208533333333333
c0_122_auto_accept_Cluster_16_131211_1800_m4fm2_chunk_089_0p317s.png,122,auto_accept,Cluster_16,131211_1800_m4fm2_chunk_089,0.3165866666666667,0.4189866666666667,0.0075133333333333,66.66666666666666,0.2302000225316696,-96.91070421422152,0.9900913238525392,0,0.8598577228753794,10.181854,9.625862,usv,m4fm2,0.24960000000000004,0.1322666666666667,2.0,0.5512533333333334,0.68352
c0_123_auto_accept_Cluster_16_131211_1800_m1fm4_chunk_282_1p686s.png,123,auto_accept,Cluster_16,131211_1800_m1fm4_chunk_282,1.6861866666666667,1.7672533333333331,0.0796799999999999,66.66666666666667,0.1797365737302129,-104.26320009312612,0.9419623613357544,0,1.0,8.842411,9.478593,noise,m1fm4,0.1856,0.021333333333333426,0.0,1.4173866666666666,1.6648533333333333
c0_124_auto_accept_Cluster_16_131211_1800_m2fm3_chunk_122_1p780s.png,124,auto_accept,Cluster_16,131211_1800_m2fm3_chunk_122,1.7800533333333333,1.82272,0.0315466666666668,50.71428571428572,0.1900091457498508,-104.04559187078846,0.9029940366744996,0,1.0,8.845408,7.9429708,noise,m2fm3,0.1599999999999997,0.1237333333333328,0.0,1.9464533333333327,1.97632
c0_125_auto_accept_Cluster_16_131205_1000_m2fm2_chunk_029_0p022s.png,125,auto_accept,Cluster_16,131205_1000_m2fm2_chunk_029,0.0221866666666666,0.0392533333333333,0.01518,92.1641791044776,0.1870184867188349,-102.72936399168424,0.9900041222572328,0,0.8795732778481454,7.3609457,8.781939,noise,m2fm2,0.18133333333333335,0.04266666666666671,-1.0,0.08192,0.3421866666666666
c0_126_auto_accept_Cluster_16_131212_1000_m4fm3_chunk_111_0p022s.png,126,auto_accept,Cluster_16,131212_1000_m4fm3_chunk_111,0.0221866666666666,0.03072,0.0046999999999999,85.63829787234042,0.1721652504811549,-106.03448333354562,0.9639998078346252,0,0.918697359076288,7.411464,8.46781,noise,m4fm3,0.09386666666666665,0.0170666666666666,2.0,0.0477866666666666,0.1928533333333333
c0_127_auto_accept_Cluster_16_131211_1800_m2fm3_chunk_015_1p042s.png,127,auto_accept,Cluster_16,131211_1800_m2fm3_chunk_015,1.04192,1.1101866666666669,0.0576400000000001,52.27272727272727,0.1822823633207561,-103.91611001248876,0.948027729988098,0,1.0,9.230342,8.484787,usv,m2fm3,0.10453333333333337,0.04693333333333316,2.0,0.9480533333333332,0.9949866666666668
c0_128_auto_accept_Cluster_16_131204_1400_m6fm6_chunk_250_1p951s.png,128,auto_accept,Cluster_16,131204_1400_m6fm6_chunk_250,1.95072,1.97632,0.0018899999999999,71.2962962962963,0.2276684873532717,-99.3270418544288,0.997007429599762,0,0.6828632916856665,9.965976,9.620303,usv,m6fm6,0.06613333333333338,0.008533333333333282,-1.0,1.8525866666666664,1.9421866666666667
c0_129_auto_accept_Cluster_16_131204_1800_m4fm4_chunk_033_1p968s.png,129,auto_accept,Cluster_16,131204_1800_m4fm4_chunk_033,1.9677866666666664,1.97632,0.0081466666666667,96.80851063829788,0.175922253942743,-103.9798794734957,0.908419668674469,0,0.8031152372575352,7.423779,9.097632,noise,m4fm4,0.08106666666666684,0.03839999999999999,2.0,1.8525866666666664,1.9293866666666664
