call_id,path,cohort,wav_stem,slope
131204_1400_m1fm1_chunk_022__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_022__det0.png,m1fm1,131204_1400_m1fm1_chunk_022,277.08840324795773
131204_1400_m1fm1_chunk_030__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_030__det0.png,m1fm1,131204_1400_m1fm1_chunk_030,-114.44707497980752
131204_1400_m1fm1_chunk_031__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det0.png,m1fm1,131204_1400_m1fm1_chunk_031,-4.5832202805665085
131204_1400_m1fm1_chunk_031__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det1.png,m1fm1,131204_1400_m1fm1_chunk_031,-698.2220437369953
131204_1400_m1fm1_chunk_031__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det2.png,m1fm1,131204_1400_m1fm1_chunk_031,1425.2860235003077
131204_1400_m1fm1_chunk_031__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det3.png,m1fm1,131204_1400_m1fm1_chunk_031,-74.96229193787273
131204_1400_m1fm1_chunk_031__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det4.png,m1fm1,131204_1400_m1fm1_chunk_031,-117.90439042697234
131204_1400_m1fm1_chunk_031__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det5.png,m1fm1,131204_1400_m1fm1_chunk_031,-411.7373902771548
131204_1400_m1fm1_chunk_031__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det6.png,m1fm1,131204_1400_m1fm1_chunk_031,-249.6349726097125
131204_1400_m1fm1_chunk_031__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_031__det7.png,m1fm1,131204_1400_m1fm1_chunk_031,2427.327291985403
131204_1400_m1fm1_chunk_032__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det0.png,m1fm1,131204_1400_m1fm1_chunk_032,11363.531379052292
131204_1400_m1fm1_chunk_032__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det1.png,m1fm1,131204_1400_m1fm1_chunk_032,516.5597890315119
131204_1400_m1fm1_chunk_032__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det2.png,m1fm1,131204_1400_m1fm1_chunk_032,476.5045064897179
131204_1400_m1fm1_chunk_032__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det3.png,m1fm1,131204_1400_m1fm1_chunk_032,1770.2596380802463
131204_1400_m1fm1_chunk_032__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det4.png,m1fm1,131204_1400_m1fm1_chunk_032,153.4053367147267
131204_1400_m1fm1_chunk_032__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det5.png,m1fm1,131204_1400_m1fm1_chunk_032,-63.02261668018111
131204_1400_m1fm1_chunk_032__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det6.png,m1fm1,131204_1400_m1fm1_chunk_032,-2.0149195832881577
131204_1400_m1fm1_chunk_032__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det7.png,m1fm1,131204_1400_m1fm1_chunk_032,-246.49082789620465
131204_1400_m1fm1_chunk_032__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_032__det8.png,m1fm1,131204_1400_m1fm1_chunk_032,310.70357222958
131204_1400_m1fm1_chunk_033__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det0.png,m1fm1,131204_1400_m1fm1_chunk_033,-963.0746452431216
131204_1400_m1fm1_chunk_033__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det1.png,m1fm1,131204_1400_m1fm1_chunk_033,2.025837446126105
131204_1400_m1fm1_chunk_033__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det2.png,m1fm1,131204_1400_m1fm1_chunk_033,-920.8518264424628
131204_1400_m1fm1_chunk_033__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det3.png,m1fm1,131204_1400_m1fm1_chunk_033,-155.4380807437872
131204_1400_m1fm1_chunk_033__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det4.png,m1fm1,131204_1400_m1fm1_chunk_033,-453.19702925728296
131204_1400_m1fm1_chunk_033__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det5.png,m1fm1,131204_1400_m1fm1_chunk_033,-222.10758094336305
131204_1400_m1fm1_chunk_033__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det6.png,m1fm1,131204_1400_m1fm1_chunk_033,-319.2101643038043
131204_1400_m1fm1_chunk_033__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det7.png,m1fm1,131204_1400_m1fm1_chunk_033,-60.3261976483844
131204_1400_m1fm1_chunk_033__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det8.png,m1fm1,131204_1400_m1fm1_chunk_033,-352.1275620338617
131204_1400_m1fm1_chunk_033__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_033__det9.png,m1fm1,131204_1400_m1fm1_chunk_033,166.8395532219982
131204_1400_m1fm1_chunk_034__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det0.png,m1fm1,131204_1400_m1fm1_chunk_034,-284.1560697341523
131204_1400_m1fm1_chunk_034__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det1.png,m1fm1,131204_1400_m1fm1_chunk_034,-124.25010220084384
131204_1400_m1fm1_chunk_034__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det10.png,m1fm1,131204_1400_m1fm1_chunk_034,-797.2592424606047
131204_1400_m1fm1_chunk_034__det11,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det11.png,m1fm1,131204_1400_m1fm1_chunk_034,-332.7260991653516
131204_1400_m1fm1_chunk_034__det12,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det12.png,m1fm1,131204_1400_m1fm1_chunk_034,-293.8017068699369
131204_1400_m1fm1_chunk_034__det13,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det13.png,m1fm1,131204_1400_m1fm1_chunk_034,6.2900796681134725
131204_1400_m1fm1_chunk_034__det14,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det14.png,m1fm1,131204_1400_m1fm1_chunk_034,-275.84301058200924
131204_1400_m1fm1_chunk_034__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det2.png,m1fm1,131204_1400_m1fm1_chunk_034,-280.8788193029182
131204_1400_m1fm1_chunk_034__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det3.png,m1fm1,131204_1400_m1fm1_chunk_034,473.5687699397369
131204_1400_m1fm1_chunk_034__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det4.png,m1fm1,131204_1400_m1fm1_chunk_034,19.207326964452434
131204_1400_m1fm1_chunk_034__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det5.png,m1fm1,131204_1400_m1fm1_chunk_034,-542.1746908789258
131204_1400_m1fm1_chunk_034__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det6.png,m1fm1,131204_1400_m1fm1_chunk_034,-589.5332992344597
131204_1400_m1fm1_chunk_034__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det7.png,m1fm1,131204_1400_m1fm1_chunk_034,-350.97100927361413
131204_1400_m1fm1_chunk_034__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det8.png,m1fm1,131204_1400_m1fm1_chunk_034,1120.9100558698826
131204_1400_m1fm1_chunk_034__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_034__det9.png,m1fm1,131204_1400_m1fm1_chunk_034,-335.4385986913981
131204_1400_m1fm1_chunk_035__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det0.png,m1fm1,131204_1400_m1fm1_chunk_035,-504.9667537246673
131204_1400_m1fm1_chunk_035__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det1.png,m1fm1,131204_1400_m1fm1_chunk_035,378.3025815368152
131204_1400_m1fm1_chunk_035__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det10.png,m1fm1,131204_1400_m1fm1_chunk_035,16.98164472889703
131204_1400_m1fm1_chunk_035__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det2.png,m1fm1,131204_1400_m1fm1_chunk_035,-208.143520439001
131204_1400_m1fm1_chunk_035__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det3.png,m1fm1,131204_1400_m1fm1_chunk_035,-952.9069290123808
131204_1400_m1fm1_chunk_035__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det4.png,m1fm1,131204_1400_m1fm1_chunk_035,-835.1135817155426
131204_1400_m1fm1_chunk_035__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det5.png,m1fm1,131204_1400_m1fm1_chunk_035,94.76554400649252
131204_1400_m1fm1_chunk_035__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det6.png,m1fm1,131204_1400_m1fm1_chunk_035,577.535039392789
131204_1400_m1fm1_chunk_035__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det7.png,m1fm1,131204_1400_m1fm1_chunk_035,-981.878426180014
131204_1400_m1fm1_chunk_035__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det8.png,m1fm1,131204_1400_m1fm1_chunk_035,-99.77915546922829
131204_1400_m1fm1_chunk_035__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_035__det9.png,m1fm1,131204_1400_m1fm1_chunk_035,-243.93677279481685
131204_1400_m1fm1_chunk_036__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det0.png,m1fm1,131204_1400_m1fm1_chunk_036,-61.560943844527856
131204_1400_m1fm1_chunk_036__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det10.png,m1fm1,131204_1400_m1fm1_chunk_036,-986.0025872281929
131204_1400_m1fm1_chunk_036__det11,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det11.png,m1fm1,131204_1400_m1fm1_chunk_036,145.71458746474698
131204_1400_m1fm1_chunk_036__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det2.png,m1fm1,131204_1400_m1fm1_chunk_036,-27.667035113323625
131204_1400_m1fm1_chunk_036__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det3.png,m1fm1,131204_1400_m1fm1_chunk_036,58.25324019587685
131204_1400_m1fm1_chunk_036__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det4.png,m1fm1,131204_1400_m1fm1_chunk_036,-250.54754119017736
131204_1400_m1fm1_chunk_036__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det5.png,m1fm1,131204_1400_m1fm1_chunk_036,320.8646340203735
131204_1400_m1fm1_chunk_036__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det6.png,m1fm1,131204_1400_m1fm1_chunk_036,-387.9456455972882
131204_1400_m1fm1_chunk_036__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det7.png,m1fm1,131204_1400_m1fm1_chunk_036,-690.3186270539602
131204_1400_m1fm1_chunk_036__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det8.png,m1fm1,131204_1400_m1fm1_chunk_036,-331.1538104464314
131204_1400_m1fm1_chunk_036__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_036__det9.png,m1fm1,131204_1400_m1fm1_chunk_036,-94.0297924388033
131204_1400_m1fm1_chunk_037__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det0.png,m1fm1,131204_1400_m1fm1_chunk_037,246.6807528177252
131204_1400_m1fm1_chunk_037__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det1.png,m1fm1,131204_1400_m1fm1_chunk_037,29.400146477454367
131204_1400_m1fm1_chunk_037__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det2.png,m1fm1,131204_1400_m1fm1_chunk_037,-987.4511630671504
131204_1400_m1fm1_chunk_037__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det3.png,m1fm1,131204_1400_m1fm1_chunk_037,881.7262974002307
131204_1400_m1fm1_chunk_037__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det4.png,m1fm1,131204_1400_m1fm1_chunk_037,58.890833221157145
131204_1400_m1fm1_chunk_037__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det5.png,m1fm1,131204_1400_m1fm1_chunk_037,-60.660213420889136
131204_1400_m1fm1_chunk_037__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det7.png,m1fm1,131204_1400_m1fm1_chunk_037,-352.352297154784
131204_1400_m1fm1_chunk_037__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det8.png,m1fm1,131204_1400_m1fm1_chunk_037,-3.244138935289657
131204_1400_m1fm1_chunk_037__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_037__det9.png,m1fm1,131204_1400_m1fm1_chunk_037,1112.971471020359
131204_1400_m1fm1_chunk_038__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det0.png,m1fm1,131204_1400_m1fm1_chunk_038,-237.75913198659816
131204_1400_m1fm1_chunk_038__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det1.png,m1fm1,131204_1400_m1fm1_chunk_038,444.7168356505194
131204_1400_m1fm1_chunk_038__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det10.png,m1fm1,131204_1400_m1fm1_chunk_038,-128.21962782349723
131204_1400_m1fm1_chunk_038__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det2.png,m1fm1,131204_1400_m1fm1_chunk_038,-132.4978916102031
131204_1400_m1fm1_chunk_038__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det3.png,m1fm1,131204_1400_m1fm1_chunk_038,611.8469730329559
131204_1400_m1fm1_chunk_038__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det4.png,m1fm1,131204_1400_m1fm1_chunk_038,514.7285751201234
131204_1400_m1fm1_chunk_038__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det5.png,m1fm1,131204_1400_m1fm1_chunk_038,-17.870536850808936
131204_1400_m1fm1_chunk_038__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det6.png,m1fm1,131204_1400_m1fm1_chunk_038,-535.5856547191484
131204_1400_m1fm1_chunk_038__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det7.png,m1fm1,131204_1400_m1fm1_chunk_038,-998.3620384065308
131204_1400_m1fm1_chunk_038__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det8.png,m1fm1,131204_1400_m1fm1_chunk_038,511.5962400585236
131204_1400_m1fm1_chunk_038__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_038__det9.png,m1fm1,131204_1400_m1fm1_chunk_038,-316.0728303357822
131204_1400_m1fm1_chunk_039__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det0.png,m1fm1,131204_1400_m1fm1_chunk_039,-454.297649777682
131204_1400_m1fm1_chunk_039__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det1.png,m1fm1,131204_1400_m1fm1_chunk_039,-265.8134774045323
131204_1400_m1fm1_chunk_039__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det10.png,m1fm1,131204_1400_m1fm1_chunk_039,-138.7601198655645
131204_1400_m1fm1_chunk_039__det11,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det11.png,m1fm1,131204_1400_m1fm1_chunk_039,-27.10405296358864
131204_1400_m1fm1_chunk_039__det12,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det12.png,m1fm1,131204_1400_m1fm1_chunk_039,-136.31740774484848
131204_1400_m1fm1_chunk_039__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det2.png,m1fm1,131204_1400_m1fm1_chunk_039,-124.9809093190146
131204_1400_m1fm1_chunk_039__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det3.png,m1fm1,131204_1400_m1fm1_chunk_039,-74.02347100788879
131204_1400_m1fm1_chunk_039__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det4.png,m1fm1,131204_1400_m1fm1_chunk_039,-29.452736906837828
131204_1400_m1fm1_chunk_039__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det5.png,m1fm1,131204_1400_m1fm1_chunk_039,-328.4898090563177
131204_1400_m1fm1_chunk_039__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det6.png,m1fm1,131204_1400_m1fm1_chunk_039,-67.76982258515582
131204_1400_m1fm1_chunk_039__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det7.png,m1fm1,131204_1400_m1fm1_chunk_039,-362.5653799283643
131204_1400_m1fm1_chunk_039__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det8.png,m1fm1,131204_1400_m1fm1_chunk_039,-579.176515062609
131204_1400_m1fm1_chunk_039__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_039__det9.png,m1fm1,131204_1400_m1fm1_chunk_039,-144.21164622187428
131204_1400_m1fm1_chunk_040__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det0.png,m1fm1,131204_1400_m1fm1_chunk_040,108.7002161839318
131204_1400_m1fm1_chunk_040__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det1.png,m1fm1,131204_1400_m1fm1_chunk_040,-1.0507635548495349
131204_1400_m1fm1_chunk_040__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det10.png,m1fm1,131204_1400_m1fm1_chunk_040,-143.07482842819886
131204_1400_m1fm1_chunk_040__det11,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det11.png,m1fm1,131204_1400_m1fm1_chunk_040,-260.8651184996713
131204_1400_m1fm1_chunk_040__det12,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det12.png,m1fm1,131204_1400_m1fm1_chunk_040,-49.22734376056097
131204_1400_m1fm1_chunk_040__det13,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det13.png,m1fm1,131204_1400_m1fm1_chunk_040,-537.0899292747665
131204_1400_m1fm1_chunk_040__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det2.png,m1fm1,131204_1400_m1fm1_chunk_040,-191.97117326071427
131204_1400_m1fm1_chunk_040__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det3.png,m1fm1,131204_1400_m1fm1_chunk_040,762.4911471065311
131204_1400_m1fm1_chunk_040__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det4.png,m1fm1,131204_1400_m1fm1_chunk_040,532.056190342985
131204_1400_m1fm1_chunk_040__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det5.png,m1fm1,131204_1400_m1fm1_chunk_040,-110.52387122932404
131204_1400_m1fm1_chunk_040__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det6.png,m1fm1,131204_1400_m1fm1_chunk_040,127.12646825253452
131204_1400_m1fm1_chunk_040__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det7.png,m1fm1,131204_1400_m1fm1_chunk_040,-143.53535520883497
131204_1400_m1fm1_chunk_040__det8,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det8.png,m1fm1,131204_1400_m1fm1_chunk_040,108.84075407222548
131204_1400_m1fm1_chunk_040__det9,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_040__det9.png,m1fm1,131204_1400_m1fm1_chunk_040,178.01395761289993
131204_1400_m1fm1_chunk_041__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det0.png,m1fm1,131204_1400_m1fm1_chunk_041,-41.51182903471181
131204_1400_m1fm1_chunk_041__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det1.png,m1fm1,131204_1400_m1fm1_chunk_041,80.50798518645655
131204_1400_m1fm1_chunk_041__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det2.png,m1fm1,131204_1400_m1fm1_chunk_041,-370.6036827602366
131204_1400_m1fm1_chunk_041__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det3.png,m1fm1,131204_1400_m1fm1_chunk_041,551.2344798059115
131204_1400_m1fm1_chunk_041__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det4.png,m1fm1,131204_1400_m1fm1_chunk_041,-187.37059470084537
131204_1400_m1fm1_chunk_041__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det5.png,m1fm1,131204_1400_m1fm1_chunk_041,-77.43748002446635
131204_1400_m1fm1_chunk_041__det6,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det6.png,m1fm1,131204_1400_m1fm1_chunk_041,-0.0434977533733586
131204_1400_m1fm1_chunk_041__det7,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_041__det7.png,m1fm1,131204_1400_m1fm1_chunk_041,318.4937395463696
131204_1400_m1fm1_chunk_042__det0,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det0.png,m1fm1,131204_1400_m1fm1_chunk_042,1498.2899053414792
131204_1400_m1fm1_chunk_042__det1,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det1.png,m1fm1,131204_1400_m1fm1_chunk_042,-112.77654730566216
131204_1400_m1fm1_chunk_042__det10,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det10.png,m1fm1,131204_1400_m1fm1_chunk_042,-31.3897788270354
131204_1400_m1fm1_chunk_042__det11,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det11.png,m1fm1,131204_1400_m1fm1_chunk_042,-3586.4255361863093
131204_1400_m1fm1_chunk_042__det2,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det2.png,m1fm1,131204_1400_m1fm1_chunk_042,-253.8472293268673
131204_1400_m1fm1_chunk_042__det3,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det3.png,m1fm1,131204_1400_m1fm1_chunk_042,-21.921622310695128
131204_1400_m1fm1_chunk_042__det4,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det4.png,m1fm1,131204_1400_m1fm1_chunk_042,287.9537893259628
131204_1400_m1fm1_chunk_042__det5,/home/shachar/projects/mickey_london_lab/data/alpha3_human_patches/131204_1400_m1fm1_chunk_042__det5.png,m1fm1,131204_1400_m1fm1_chunk_042,228.40372031355315
