stem,label,is_problem,n_events,file_min_flatness,file_mean_flatness,file_max_tonal_fraction,file_max_consec_tonal
2024-09-30_11-27-00_0000124,auto_accept,0,2,0.09044231356222135,0.481756006066258,0.48026315789473684,31
2024-09-30_11-27-35_0000128,auto_accept,0,5,0.11271249346522537,0.4863671748383271,0.5647058823529412,62
2024-09-30_11-27-39_0000129,auto_accept,0,1,0.1679294305715049,0.5208311620169502,0.275,20
2024-09-30_11-27-49_0000130,auto_accept,0,8,0.031071483274667442,0.4735499989372823,0.6121951219512195,67
2024-09-30_11-27-51_0000131,auto_accept,0,3,0.03503125256257725,0.429734171367478,0.7153846153846154,61
2024-09-30_11-27-56_0000132,auto_accept,0,6,0.03374219097845692,0.4833824662199267,0.692,82
2024-09-30_11-28-03_0000133,auto_accept,0,10,0.16077362453745705,0.5186314105680265,0.5131086142322098,49
2024-09-30_11-28-45_0000138,auto_accept,0,1,0.27807720982929907,0.4894800320701902,0.49166666666666664,20
2024-09-30_11-28-56_0000140,auto_accept,0,3,0.20237723949314,0.5190317775299575,0.45555555555555555,40
2024-09-30_11-29-03_0000142,auto_accept,0,12,0.026114477812878286,0.42128872587058863,0.8717201166180758,165
2024-09-30_11-29-06_0000143,auto_accept,0,10,0.23469615681147632,0.5372554766647619,0.36923076923076925,13
2024-09-30_11-29-14_0000146,auto_accept,0,1,0.11321199994066512,0.46805471699908074,0.4166666666666667,34
2024-09-30_11-29-16_0000147,auto_accept,0,3,0.06939381432358768,0.4486863305555004,0.75,66
2024-09-30_11-29-47_0000151,auto_accept,0,8,0.023896239545160264,0.44533393745453576,0.8485714285714285,172
2024-09-30_11-30-17_0000157,auto_accept,0,5,0.014825128113330302,0.457350527008953,0.7454545454545455,141
2024-09-30_11-30-21_0000158,auto_accept,0,5,0.06380203670437894,0.4416015456566328,0.7277777777777777,93
2024-09-30_11-31-01_0000165,auto_accept,0,3,0.05249064012500098,0.36545396000325175,0.7875,165
2024-09-30_11-31-42_0000171,auto_accept,0,13,0.0009925229421721038,0.35997164491451394,0.975,260
2024-09-30_11-31-50_0000172,auto_accept,0,7,0.07715355521620107,0.4900440575687342,0.7592592592592593,38
2024-09-30_11-31-58_0000173,auto_accept,0,11,0.0925493041855468,0.5072873390877771,0.5916666666666667,51
2024-09-30_11-32-00_0000174,auto_accept,0,6,0.17142977293205525,0.5162138201624406,0.5210526315789473,69
