stem,label,is_problem,n_events,file_min_flatness,file_mean_flatness,file_max_tonal_fraction,file_max_consec_tonal
2024-09-30_12-59-48_0000676,auto_accept,0,4,0.12564531629100897,0.4790528798939197,0.6314285714285715,52
2024-09-30_12-59-56_0000677,auto_accept,0,5,0.01386463591068853,0.32858335941772465,0.9425531914893617,235
2024-09-30_13-00-00_0000678,auto_accept,0,2,0.018278779537397996,0.3691125037933624,0.850909090909091,303
2024-09-30_13-00-30_0000681,auto_accept,0,9,0.009408758672578996,0.3385057343128819,0.8668032786885246,246
2024-09-30_13-01-18_0000689,auto_accept,0,5,0.006791363859252098,0.38131284977064694,0.6782608695652174,95
2024-09-30_13-01-21_0000690,auto_accept,0,5,0.029951900704548128,0.4105738746657838,0.668,81
2024-09-30_13-01-26_0000691,auto_accept,0,11,0.0030327454752442674,0.326730834766731,0.8557692307692307,324
2024-09-30_13-02-05_0000693,auto_accept,0,8,0.006947112912020857,0.38289913818433186,0.8166666666666667,401
2024-09-30_13-02-11_0000694,auto_accept,0,4,0.035717556095000644,0.41926562583131055,0.8174603174603174,84
2024-09-30_13-02-23_0000695,auto_accept,0,4,0.023163903088371875,0.3496753484439623,0.7714285714285715,144
2024-09-30_13-03-03_0000699,auto_accept,0,4,0.06440681504952073,0.4354641463147312,0.6086956521739131,48
2024-09-30_13-03-14_0000702,auto_accept,0,1,0.36684748433332587,0.5420124963311707,0.23,11
2024-09-30_13-03-23_0000705,auto_accept,0,2,0.0448805809882581,0.46411292349209765,0.48125,43
2024-09-30_13-03-43_0000711,auto_accept,0,1,0.1642185013422027,0.4781243898302894,0.38333333333333336,34
2024-09-30_13-03-56_0000715,auto_accept,0,1,0.381594577161476,0.5508984244996636,0.13333333333333333,5
2024-09-30_13-04-01_0000716,auto_accept,0,9,0.43083083028445,0.5637545845721392,0.11,3
2024-09-30_13-04-31_0000717,auto_accept,0,1,0.4341553052959597,0.5594693255169069,0.1,3
2024-09-30_13-04-43_0000719,auto_accept,0,19,0.009591680291698412,0.37844426075935406,0.8517241379310345,297
2024-09-30_13-04-46_0000720,auto_accept,0,6,0.021334121535494518,0.40439206265712824,0.7531645569620253,145
2024-09-30_13-05-57_0000725,auto_accept,0,10,0.011585024013810695,0.3807565595236759,0.7970588235294118,193
2024-09-30_13-06-27_0000728,auto_accept,0,10,0.024175043733520588,0.35257207615423336,0.7038461538461539,174
2024-09-30_13-06-49_0000732,auto_accept,0,9,0.00885301749935287,0.35253490491949024,0.8404255319148937,287
2024-09-30_13-06-52_0000733,auto_accept,0,2,0.03173220668489003,0.3485688235577731,0.7944444444444444,249
2024-09-30_13-07-55_0000740,auto_accept,0,12,0.01059331637969433,0.3964797265774471,0.7853658536585366,237
2024-09-30_13-09-11_0000743,auto_accept,0,3,0.01762618791690426,0.3316577135759516,0.7620689655172413,176
2024-09-30_13-09-26_0000744,auto_accept,0,7,0.008579682450175864,0.3191271759332378,0.8418181818181818,334
2024-09-30_13-10-03_0000745,auto_accept,0,3,0.023250620830589406,0.3998729186032823,0.7258064516129032,171
2024-09-30_13-10-06_0000746,auto_accept,0,3,0.017789081832192723,0.3719730654722679,0.7185185185185186,156
2024-09-30_13-11-12_0000748,auto_accept,0,1,0.010380414515792427,0.2366355108225745,0.7533333333333333,208
2024-09-30_13-11-21_0000749,auto_accept,0,13,0.011155806630417943,0.3513518807615738,0.7296296296296296,189
2024-09-30_13-12-00_0000751,auto_accept,0,10,0.013638630954596371,0.3751837705905946,0.756896551724138,117
2024-09-30_13-12-35_0000752,auto_accept,0,8,0.01560747657486953,0.43258733481296796,0.9280701754385965,207
2024-09-30_13-15-40_0000757,auto_accept,0,6,0.008523510851858141,0.37562938273102414,0.7125,101
2024-09-30_13-16-47_0000761,auto_accept,0,5,0.03873882137041656,0.4537468774012373,0.5631578947368421,97
2024-09-30_13-17-17_0000764,auto_accept,0,1,0.022296720068035777,0.28911447866397577,0.8544444444444445,136
2024-09-30_13-17-47_0000766,auto_accept,0,8,0.006533991983544532,0.3323307104099171,0.82,192
2024-09-30_13-18-03_0000767,auto_accept,0,7,0.00805148952929584,0.34461946553412964,0.8872340425531915,269
2024-09-30_13-19-58_0000768,auto_accept,0,14,0.0018817549305493175,0.3340841412246819,0.9346938775510204,314
2024-09-30_13-20-11_0000770,auto_accept,0,1,0.019037817252593073,0.2834601410703598,0.816,202
2024-09-30_13-20-18_0000771,auto_accept,0,9,0.007129196181555083,0.32768719426935466,0.8491228070175438,332
2024-09-30_13-21-17_0000777,auto_accept,0,4,0.010221674193275255,0.3570518411608202,0.8739205526770294,329
2024-09-30_13-21-19_0000778,auto_accept,0,7,0.09806946157042831,0.4432263634986472,0.48,33
2024-09-30_13-22-26_0000787,auto_accept,0,8,0.025072821408175783,0.37175471243387803,0.7193548387096774,113
2024-09-30_13-23-02_0000788,auto_accept,0,7,0.01623939948215354,0.3258435695790584,0.8346938775510204,227
2024-09-30_13-24-15_0000796,auto_accept,0,6,0.008772206135294638,0.3051778504446269,0.8303571428571429,254
2024-09-30_13-26-09_0000798,auto_accept,0,8,0.0018366161305364568,0.2264718862179567,0.9680851063829787,471
2024-09-30_13-26-39_0000800,auto_accept,0,35,0.0005155608650794573,0.2271466284086537,0.9806201550387597,414
2024-09-30_13-27-23_0000801,auto_accept,0,15,0.0007917415835882612,0.3094602952394798,0.9505988023952096,323
2024-09-30_13-27-54_0000802,auto_accept,0,6,0.006717125379763785,0.3389476961913435,0.9092741935483871,191
2024-09-30_13-27-56_0000803,auto_accept,0,4,0.0190838146086633,0.4265917601730368,0.8368421052631579,400
2024-09-30_13-28-50_0000808,auto_accept,0,6,0.04431891667106737,0.4873758847213234,0.5071428571428571,55
2024-09-30_13-28-57_0000809,auto_accept,0,7,0.0017882446676525598,0.30294759846394076,0.9316546762589928,439
2024-09-30_13-29-03_0000810,auto_accept,0,3,0.014503141194731188,0.2940083070113169,0.8103448275862069,175
2024-09-30_13-29-06_0000811,auto_accept,0,11,0.002512299421015503,0.2960101888764648,0.9682080924855492,399
2024-09-30_13-29-21_0000812,auto_accept,0,5,0.008278813043168794,0.3219063210577391,0.8681818181818182,210
2024-09-30_13-29-55_0000814,auto_accept,0,8,0.013891478893445662,0.40500914308178426,0.8220338983050848,247
2024-09-30_13-31-13_0000815,auto_accept,0,1,0.10524275858668207,0.4821710427890847,0.46153846153846156,38
2024-09-30_13-31-21_0000816,auto_accept,0,13,0.009259436160073487,0.35643100661139615,0.8131147540983606,302
2024-09-30_13-33-29_0000826,auto_accept,0,13,0.018200129744954236,0.38516895906153814,0.8456140350877193,187
2024-09-30_13-35-46_0000834,auto_accept,0,10,0.018245094637990993,0.356861326812978,0.7033333333333334,171
2024-09-30_13-35-50_0000835,auto_accept,0,5,0.015470174942908078,0.3650772729380424,0.8578947368421053,236
2024-09-30_13-36-02_0000837,auto_accept,0,10,0.006654563656064156,0.3315481761248621,0.8362068965517241,310
2024-09-30_13-36-29_0000839,auto_accept,0,3,0.27105090622311645,0.5154226770527419,0.4357142857142857,16
2024-09-30_13-37-05_0000841,auto_accept,0,2,0.03924769309084204,0.4190467951704574,0.6923076923076923,58
2024-09-30_13-37-17_0000842,auto_accept,0,3,0.016802384176978942,0.4186602937938464,0.7,163
2024-09-30_13-37-47_0000845,auto_accept,0,9,0.0017933531232122361,0.2855019637503594,0.9854014598540146,372
2024-09-30_13-38-12_0000846,auto_accept,0,3,0.002707048764363419,0.19958269630828995,0.8686371100164204,400
2024-09-30_13-38-34_0000848,auto_accept,0,4,0.009297232526207686,0.346745434634295,0.8547169811320755,432
2024-09-30_13-39-05_0000854,auto_accept,0,9,0.006578625303082213,0.37358713735005505,0.830952380952381,303
2024-09-30_13-39-09_0000855,auto_accept,0,3,0.02240106070240472,0.29991650808004716,0.78,193
2024-09-30_13-39-25_0000859,auto_accept,0,9,0.0009758077286202424,0.20469189049989836,0.9688715953307393,332
2024-09-30_13-39-44_0000860,auto_accept,0,4,0.005085561810594357,0.31832759280524225,0.9882352941176471,175
2024-09-30_13-39-51_0000861,auto_accept,0,3,0.0029345378363282598,0.21636164383447512,0.8183908045977012,283
2024-09-30_13-40-25_0000866,auto_accept,0,1,0.01547270762908407,0.17245283441071968,0.89125,271
2024-09-30_13-40-30_0000867,auto_accept,0,9,0.0006842251423066545,0.2539962899613544,0.9164785553047404,401
2024-09-30_13-42-23_0000876,auto_accept,0,8,0.0004953737784121491,0.21478112050593295,0.9022727272727272,354
2024-09-30_13-42-44_0000878,auto_accept,0,5,0.002706459033711402,0.34135031440914,0.883495145631068,233
2024-09-30_13-43-46_0000884,auto_accept,0,4,0.000731710855670158,0.26278296207831364,0.9704142011834319,428
2024-09-30_13-44-23_0000891,auto_accept,0,14,0.002843879054903483,0.34422803047512873,0.8558823529411764,264
2024-09-30_13-45-50_0000899,auto_accept,0,5,0.011090445137645568,0.3816798538976368,0.805,291
2024-09-30_13-46-48_0000905,auto_accept,0,9,0.005335331617981818,0.3313046363369862,0.8584729981378026,199
2024-09-30_13-47-30_0000908,auto_accept,0,7,0.0020816511619601115,0.29442066139278833,0.8517441860465116,256
2024-09-30_13-48-31_0000913,auto_accept,0,7,0.006561047482932299,0.3133022744247769,0.869098712446352,275
2024-09-30_13-48-46_0000915,auto_accept,0,4,0.01156739909451379,0.33027278317419434,0.8461538461538461,337
2024-09-30_13-49-11_0000919,auto_accept,0,5,0.008449049204618633,0.3868321073571467,0.8517241379310345,189
2024-09-30_13-51-35_0000923,auto_accept,0,5,0.04736999793362804,0.423621396650774,0.7357142857142858,56
2024-09-30_13-51-43_0000924,auto_accept,0,6,0.0018338014670114605,0.2643605281289995,0.8811188811188811,279
2024-09-30_13-52-13_0000927,auto_accept,0,4,0.0012558850422686766,0.26304048949110775,0.8016032064128257,242
2024-09-30_13-52-30_0000930,auto_accept,0,7,0.0009779216157949438,0.150543042026575,0.9101123595505618,527
2024-09-30_13-53-26_0000934,auto_accept,0,6,0.0009092887006915915,0.22095920568909463,0.9158415841584159,353
2024-09-30_13-54-59_0000950,auto_accept,0,12,0.0004013219277884414,0.23527099788128691,0.9823008849557522,331
2024-09-30_13-55-21_0000951,auto_accept,0,4,0.0017020218422185015,0.2495391478519253,0.9575,323
2024-09-30_13-55-24_0000952,auto_accept,0,8,0.00040571186311974436,0.22908612202108883,0.9055793991416309,401
2024-09-30_13-57-12_0000953,auto_accept,0,9,0.0019506636649003735,0.27246857521586987,0.9128065395095368,347
2024-09-30_13-57-19_0000954,auto_accept,0,2,0.005886694841839933,0.359635218339426,0.8616279069767442,683
2024-09-30_13-57-44_0000957,auto_accept,0,9,0.0008070169505603402,0.21475545016750214,0.9729064039408867,396
2024-09-30_13-59-57_0000962,auto_accept,0,3,0.00979410437869331,0.31810643743818584,0.8287671232876712,267
2024-09-30_14-00-02_0000963,auto_accept,0,6,0.008389426994488641,0.3529168162967555,0.8726315789473684,180
2024-09-30_14-00-13_0000964,auto_accept,0,3,0.03448891598283148,0.41782639574396824,0.7742857142857142,77
2024-09-30_14-00-21_0000965,auto_accept,0,2,0.02062293126426682,0.33855118674948037,0.8708333333333333,299
2024-09-30_14-00-24_0000966,auto_accept,0,28,0.0025765574429175457,0.3485933521241846,0.9215686274509803,416
2024-09-30_14-05-15_0000970,auto_accept,0,8,0.0005191884685156176,0.2627167718165236,0.8893333333333333,429
2024-09-30_14-06-44_0000973,auto_accept,0,7,0.0021020091342480868,0.2671877848168687,0.9350180505415162,367
2024-09-30_14-09-14_0000977,auto_accept,0,10,0.0009498836921018025,0.27520533500374633,0.9044117647058824,368
2024-09-30_14-10-46_0000984,auto_accept,0,1,0.004147218872686361,0.05728783560628285,0.9636363636363636,2073
2024-09-30_14-12-43_0000993,auto_accept,0,10,0.0011205734855424664,0.24554506032363124,0.9604221635883905,316
2024-09-30_14-13-47_0000997,auto_accept,0,7,0.000697366652715771,0.2026904749262132,0.9816091954022989,356
2024-09-30_14-13-53_0000998,auto_accept,0,14,0.0009603932951314729,0.27941521841288114,0.9637681159420289,404
2024-09-30_14-16-49_0001000,auto_accept,0,7,0.009912614302966968,0.37006390977050063,0.6833333333333333,113
2024-09-30_14-16-52_0001001,auto_accept,0,8,0.0034356519905128402,0.34862542726202644,0.9478584729981379,451
2024-09-30_14-16-55_0001002,auto_accept,0,7,0.011368068464905628,0.35304483946670934,0.960552268244576,357
2024-09-30_14-17-21_0001005,auto_accept,0,6,0.0004493505767199508,0.30899229374640913,0.9645569620253165,324
2024-09-30_14-18-57_0001006,auto_accept,0,14,0.0010799682613684798,0.33120366003014745,0.92,364
2024-09-30_14-19-13_0001007,auto_accept,0,3,0.0168081842864762,0.3559266792858015,0.7176470588235294,157
2024-09-30_14-19-15_0001008,auto_accept,0,2,0.0052219874376485875,0.3247518918107416,0.9175824175824175,401
2024-09-30_14-19-26_0001011,auto_accept,0,8,0.0014505517864359034,0.22309820053716972,0.9534368070953437,326
2024-09-30_14-22-26_0001013,auto_accept,0,5,0.00033606318796522417,0.30001035574181284,0.9577205882352942,321
2024-09-30_14-22-58_0001014,auto_accept,0,4,0.0264737212774758,0.40940959010756245,0.62,105
2024-09-30_14-23-05_0001015,auto_accept,0,16,0.0014921600064880173,0.36498872413501526,0.9837962962962963,384
2024-09-30_14-23-09_0001016,auto_accept,0,1,0.16351091614204472,0.4639153147336046,0.475,39
2024-09-30_14-23-25_0001022,auto_accept,0,8,0.0015958018383821872,0.2477123272975162,0.9200863930885529,273
2024-09-30_14-25-48_0001038,auto_accept,0,1,0.3084607035773727,0.5455290912539633,0.24,5
2024-09-30_14-26-02_0001042,auto_accept,0,2,0.11728394922241768,0.4899380479307317,0.5571428571428572,52
2024-09-30_14-26-11_0001043,auto_accept,0,3,0.005961689016412771,0.28205284592478524,0.9162995594713657,303
2024-09-30_14-26-25_0001044,auto_accept,0,13,0.0010814481979661665,0.2879075655400504,0.9254079254079254,522
2024-09-30_14-26-48_0001047,auto_accept,0,7,0.0020656116430847232,0.266630982426149,0.9265734265734266,335
2024-09-30_14-27-09_0001051,auto_accept,0,7,0.0012661911288198416,0.2186943313523957,0.9133333333333333,374
2024-09-30_14-27-56_0001053,auto_accept,0,8,0.00040951353925448326,0.25822736247525996,0.8441558441558441,417
2024-09-30_14-28-00_0001054,auto_accept,0,1,0.07738359148012361,0.512161691704677,0.22105263157894736,18
2024-09-30_14-29-06_0001058,auto_accept,0,5,0.000678398648345812,0.24135177251713058,0.862,416
2024-09-30_14-30-11_0001059,auto_accept,0,1,0.004095317991185312,0.18140804440449562,0.85625,311
2024-09-30_14-34-47_0001063,auto_accept,0,7,0.00023477608504470965,0.1765334367504023,0.9861351819757366,435
2024-09-30_14-35-29_0001065,auto_accept,0,9,0.00232864778226265,0.2567080755563651,0.9823008849557522,679
2024-09-30_14-35-34_0001066,auto_accept,0,3,0.004360251754642627,0.35812778011656404,0.7125456760048721,201
2024-09-30_14-35-46_0001068,auto_accept,0,5,0.0012928292142994123,0.19221310971069283,0.9107142857142857,438
2024-09-30_14-36-46_0001079,auto_accept,0,9,0.012912209012588056,0.37620785891716085,0.8524590163934426,237
2024-09-30_14-36-51_0001080,auto_accept,0,3,0.06419551706731787,0.370574094480384,0.7692307692307693,95
2024-09-30_14-36-53_0001081,auto_accept,0,9,0.02525870842179466,0.39580965953044944,0.8032786885245902,186
2024-09-30_14-37-13_0001082,auto_accept,0,17,0.0014828378963908514,0.33665451761461673,0.9513513513513514,340
2024-09-30_14-37-18_0001083,auto_accept,0,5,0.06676307173542771,0.4395626857712993,0.6166666666666667,50
2024-09-30_14-37-35_0001086,auto_accept,0,44,0.00021695465706357791,0.23037469304228117,0.9904306220095693,396
2024-09-30_14-38-51_0001090,auto_accept,0,6,0.0016415831271169431,0.33215185657745133,0.905,415
2024-09-30_14-39-09_0001093,auto_accept,0,26,0.0004239775446427986,0.2546135961533421,0.9908424908424909,446
2024-09-30_14-42-29_0001095,auto_accept,0,1,0.051914671237504074,0.4196660991143756,0.5531914893617021,68
2024-09-30_14-44-39_0001101,auto_accept,0,4,0.0033495770911994766,0.2673345617678507,0.9738805970149254,160
2024-09-30_14-44-41_0001102,auto_accept,0,16,0.002616038894707333,0.33255388629807436,0.8093023255813954,270
2024-09-30_14-45-09_0001106,auto_accept,0,1,0.24204213252811474,0.5178895301160443,0.3153846153846154,14
2024-09-30_14-45-13_0001107,auto_accept,0,1,0.14105502213824592,0.46654498697545393,0.38461538461538464,33
2024-09-30_14-45-25_0001110,auto_accept,0,3,0.0076706993190041005,0.2626143313721247,0.908284023668639,261
2024-09-30_14-45-43_0001112,auto_accept,0,11,0.0017680161115194493,0.26521326091644243,0.9327586206896552,438
2024-09-30_14-45-58_0001114,auto_accept,0,4,0.029649720044229475,0.39723912236612585,0.7804347826086957,127
2024-09-30_14-46-01_0001115,auto_accept,0,14,0.001400614052162598,0.321912035121137,0.908955223880597,478
2024-09-30_14-46-46_0001119,auto_accept,0,7,0.0030990313951428706,0.2810175575754345,0.9326923076923077,404
2024-09-30_14-47-35_0001124,auto_accept,0,2,0.015004236778310929,0.3942316296023426,0.65625,133
2024-09-30_14-47-54_0001126,auto_accept,0,14,0.009713512920570624,0.35289290497454423,0.8410714285714286,278
2024-09-30_14-48-40_0001128,auto_accept,0,1,0.16569739344829135,0.475751524706219,0.4263157894736842,44
2024-09-30_14-48-42_0001129,auto_accept,0,4,0.0026405503646719274,0.2623084166479806,0.7731481481481481,220
2024-09-30_14-50-29_0001132,auto_accept,0,4,0.0034843680031245577,0.26461492344588033,0.8634615384615385,445
2024-09-30_14-54-59_0001136,auto_accept,0,15,0.0021489619355367353,0.276407673438195,0.8326086956521739,377
2024-09-30_14-55-41_0001140,auto_accept,0,13,0.0008222168266802729,0.3150386066812185,0.9722222222222222,230
2024-09-30_14-56-08_0001142,auto_accept,0,6,0.0023235944500985106,0.22572948624256065,0.871875,552
2024-09-30_14-56-18_0001143,auto_accept,0,8,0.0040852334516119585,0.25274870566509167,0.8402154398563735,290
2024-09-30_15-09-05_0001144,auto_accept,0,4,0.00623464863992793,0.37234728481900103,0.8318181818181818,322
2024-09-30_15-10-58_0001146,auto_accept,0,6,0.03328655245542164,0.3718051611275593,0.8173076923076923,178
2024-09-30_15-11-02_0001147,auto_accept,0,3,0.1666126234515181,0.5064155764721604,0.4176470588235294,25
2024-09-30_15-11-18_0001150,auto_accept,0,4,0.12548573798669768,0.4425729522285336,0.6416666666666667,18
2024-09-30_15-11-23_0001151,auto_accept,0,8,0.0004033544717324528,0.24107569234700887,0.9603960396039604,246
2024-09-30_15-11-50_0001153,auto_accept,0,4,0.0018937914099472616,0.31357341131503275,0.7976190476190477,301
2024-09-30_15-12-19_0001159,auto_accept,0,5,0.032684784382457956,0.43804401739013477,0.7257142857142858,122
2024-09-30_15-12-21_0001160,auto_accept,0,3,0.02957387622906703,0.45628312571850677,0.7804347826086957,87
2024-09-30_15-12-25_0001161,auto_accept,0,10,0.01678582354398009,0.34609298050700305,0.7307692307692307,138
2024-09-30_15-13-30_0001169,auto_accept,0,1,0.11125612559560392,0.4596746631079453,0.4357142857142857,28
2024-09-30_15-13-39_0001170,auto_accept,0,8,0.005189424266389272,0.30752968474418085,0.8375,301
2024-09-30_15-14-27_0001178,auto_accept,0,15,0.006028670411717352,0.3553553339442973,0.8290322580645161,297
2024-09-30_15-14-37_0001180,auto_accept,0,6,0.01428416855176453,0.3821085591930544,0.8526315789473684,199
2024-09-30_15-14-43_0001181,auto_accept,0,6,0.012558474102059248,0.3753224355914367,0.813953488372093,270
2024-09-30_15-15-02_0001184,auto_accept,0,5,0.020546810610998358,0.368809843022439,0.8754716981132076,186
2024-09-30_15-15-36_0001187,auto_accept,0,12,0.0003796390952746594,0.201584783484377,0.958904109589041,355
2024-09-30_15-16-05_0001189,auto_accept,0,14,0.0009454986751090638,0.2544428076978446,0.9066666666666666,384
2024-09-30_15-17-15_0001195,auto_accept,0,7,0.0023896745718212853,0.24482812317384864,0.9053254437869822,436
2024-09-30_15-19-53_0001204,auto_accept,0,10,0.0005846405321966073,0.26985133573206094,0.9044368600682594,470
2024-09-30_15-20-17_0001206,auto_accept,0,5,0.002886975545740242,0.22658151402645874,0.9142857142857143,308
2024-09-30_15-21-20_0001219,auto_accept,0,3,0.0019503510088785055,0.20028671169818527,0.8408163265306122,402
2024-09-30_15-22-14_0001228,auto_accept,0,18,0.0016964756666430672,0.273220912257936,0.9758064516129032,402
2024-09-30_15-22-55_0001233,auto_accept,0,5,0.015229247692222173,0.35921544323451193,0.9753320683111955,244
2024-09-30_15-23-23_0001235,auto_accept,0,14,0.0007868091111004004,0.27260110376003216,0.9154929577464789,413
2024-09-30_15-24-08_0001237,auto_accept,0,10,0.0015034341349152178,0.31078900454948616,0.8764705882352941,272
2024-09-30_15-26-39_0001263,auto_accept,0,8,0.001882573964343085,0.3186579008653662,0.8772504091653028,270
2024-09-30_15-26-48_0001264,auto_accept,0,11,0.004797427121171835,0.341138646553971,0.7551963048498845,221
2024-09-30_15-26-59_0001265,auto_accept,0,4,0.002110390367344381,0.2741485476034839,0.834375,271
2024-09-30_15-28-02_0001275,auto_accept,0,11,0.001046775811769367,0.24123465207395495,0.8737704918032787,320
2024-09-30_15-28-06_0001276,auto_accept,0,1,0.0013641907242224896,0.13654148238571145,0.8913043478260869,317
2024-09-30_15-29-20_0001281,auto_accept,0,22,0.0022193566638469098,0.31653259204836975,0.9327272727272727,383
2024-09-30_15-29-50_0001283,auto_accept,0,3,0.004898665555210974,0.408813216743899,0.6853932584269663,144
2024-09-30_15-30-56_0001286,auto_accept,0,5,0.0012727753570034742,0.283188026179496,0.8463414634146341,393
2024-09-30_15-30-59_0001287,auto_accept,0,6,0.001611482036672816,0.22051980834235263,0.9676113360323887,335
2024-09-30_15-31-04_0001288,auto_accept,0,2,0.07409473405101351,0.42906611383559823,0.47619047619047616,64
2024-09-30_15-31-54_0001292,auto_accept,0,4,0.0017185197907553268,0.2691887860370795,0.9841269841269841,343
2024-09-30_15-32-05_0001293,auto_accept,0,12,0.0050583100773784855,0.3104569321686987,0.9615384615384616,218
2024-09-30_15-32-11_0001295,auto_accept,0,2,0.05711666949888096,0.3975534466158472,0.9058823529411765,91
2024-09-30_15-32-55_0001298,auto_accept,0,1,0.3239443175615111,0.521847173794577,0.3333333333333333,12
2024-09-30_15-34-11_0001316,auto_accept,0,1,0.2676715920388568,0.5309435835023093,0.16666666666666666,11
2024-09-30_15-34-20_0001319,auto_accept,0,1,0.06538074325457373,0.4525109724401923,0.32727272727272727,28
2024-09-30_15-35-41_0001327,auto_accept,0,10,0.0008240334738679343,0.26092887401084813,0.9888059701492538,445
2024-09-30_15-58-55_0001330,auto_accept,0,1,0.038516363036172764,0.359110156142397,0.7230769230769231,106
2024-09-30_15-59-00_0001331,auto_accept,0,1,0.11685575186649214,0.44512352961432744,0.5181818181818182,48
2024-09-30_15-59-17_0001333,auto_accept,0,6,0.003980449522754091,0.3073872276320981,0.8414634146341463,279
2024-09-30_15-59-48_0001334,auto_accept,0,11,0.004694757441912248,0.3453147046075695,0.8409090909090909,282
2024-09-30_15-59-58_0001335,auto_accept,0,3,0.03494083454138261,0.3550350223140384,0.7796610169491526,157
2024-09-30_16-00-30_0001336,auto_accept,0,8,0.0018815793634080371,0.2724783099753718,0.8869346733668342,413
2024-09-30_16-00-53_0001339,auto_accept,0,3,0.0041777878646781265,0.34200197739644295,0.8553571428571428,294
2024-09-30_16-01-02_0001341,auto_accept,0,12,0.010362199339281824,0.35036750458161947,0.825,206
2024-09-30_16-01-08_0001342,auto_accept,0,3,0.011907796436365723,0.38355988014265413,0.7914893617021277,303
2024-09-30_16-01-10_0001343,auto_accept,0,2,0.11909002391669331,0.48087762050596405,0.6217391304347826,34
2024-09-30_16-01-11_0001344,auto_accept,0,4,0.016776162310071868,0.39351618375586506,0.8578125,272
2024-09-30_16-01-36_0001348,auto_accept,0,8,0.0005905104698535187,0.2515859275143738,0.8681541582150102,382
2024-09-30_16-02-15_0001352,auto_accept,0,10,0.0010878299760664182,0.2189643570581727,0.8604166666666667,328
2024-09-30_16-02-33_0001354,auto_accept,0,8,0.0015942045980659625,0.19083347025175343,0.7491638795986622,203
2024-09-30_16-02-54_0001357,auto_accept,0,8,0.002863964569459613,0.36250095242359653,0.8841698841698842,99
2024-09-30_16-02-56_0001358,auto_accept,0,1,0.19306185575638105,0.5303344353160369,0.21,8
2024-09-30_16-03-51_0001361,auto_accept,0,10,0.001600331805145322,0.28546540358568906,0.9352941176470588,408
2024-09-30_16-03-58_0001363,auto_accept,0,7,0.003165583604206915,0.25878968780177697,0.956989247311828,198
2024-09-30_16-05-18_0001369,auto_accept,0,7,0.002170398592061626,0.22471308472640997,0.9894459102902374,312
2024-09-30_16-05-22_0001370,auto_accept,0,4,0.003292175222739689,0.24366311921268352,0.8625,240
2024-09-30_16-05-46_0001372,auto_accept,0,2,0.0017430625091748775,0.3359074867831645,0.7940503432494279,116
2024-09-30_16-05-54_0001373,auto_accept,0,3,0.017553163017388337,0.34811002380468486,0.8823529411764706,128
2024-09-30_16-06-09_0001374,auto_accept,0,10,0.0010566729985327272,0.2648722659912418,0.966824644549763,299
2024-09-30_16-07-17_0001379,auto_accept,0,1,0.008796508599359466,0.28654312402549037,0.7861702127659574,228
2024-09-30_16-07-28_0001380,auto_accept,0,5,0.01564879078475116,0.37854488079332416,0.8456140350877193,456
2024-09-30_16-07-31_0001381,auto_accept,0,6,0.03406019714341142,0.3366802278549854,0.6695652173913044,108
2024-09-30_16-07-47_0001382,auto_accept,0,3,0.010290756445761693,0.41632320269224143,0.7754716981132076,173
2024-09-30_16-08-00_0001384,auto_accept,0,2,0.037122039936729016,0.40756273110576957,0.8625806451612903,128
2024-09-30_16-08-02_0001385,auto_accept,0,13,0.005638508408304198,0.3119622144151891,0.8980322003577818,311
2024-09-30_16-11-50_0001404,auto_accept,0,15,0.0036437819577038273,0.3335199444097245,0.9748427672955975,450
2024-09-30_16-12-13_0001407,auto_accept,0,7,0.006267383516484465,0.34185196644700705,0.9240506329113924,180
2024-09-30_16-12-18_0001408,auto_accept,0,6,0.030869833491890104,0.4317838840258294,0.66,79
2024-09-30_16-12-21_0001409,auto_accept,0,4,0.008727534429071595,0.3692852997429036,0.864516129032258,296
2024-09-30_16-12-23_0001410,auto_accept,0,8,0.0032253632826117146,0.28843185160049767,0.9808510638297873,257
2024-09-30_16-12-52_0001414,auto_accept,0,12,0.002491043605276707,0.31972192931048266,0.951473136915078,259
2024-09-30_16-13-20_0001418,auto_accept,0,11,0.006640713975450981,0.3345389634769414,0.9808917197452229,273
2024-09-30_16-14-18_0001423,auto_accept,0,2,0.007711582830139593,0.33520042451186516,0.8253968253968254,146
2024-09-30_16-16-03_0001431,auto_accept,0,7,0.004473512719350682,0.31329658530957954,0.9126637554585153,321
2024-09-30_16-16-38_0001436,auto_accept,0,3,0.0053516478827490875,0.3623518531907359,0.9809322033898306,249
2024-09-30_16-16-42_0001437,auto_accept,0,3,0.028684838645517005,0.38628390183496747,0.8678571428571429,57
2024-09-30_16-18-10_0001442,auto_accept,0,4,0.02786395564636462,0.324967547552388,0.9050279329608939,103
2024-09-30_16-23-26_0001447,auto_accept,0,3,0.004357724488199784,0.3112152405002788,0.8537037037037037,356
2024-09-30_16-24-53_0001460,auto_accept,0,12,0.004400992449860151,0.31380103620147487,0.9866666666666667,333
2024-09-30_16-27-46_0001484,auto_accept,0,4,0.0012882418631107641,0.2291582719436181,0.8848080133555927,355
2024-09-30_16-27-50_0001485,auto_accept,0,5,0.0041266339700747655,0.368145106628406,0.8537117903930131,354
2024-09-30_16-39-56_0001487,auto_accept,0,11,0.01309971905721075,0.4081085391011767,0.7980769230769231,179
