epoch,train_total,train_recon,train_kl,val_total,val_recon,val_kl,lr
58,224.0407967718777,196.7709694062776,27.269827603330793,234.72718477029406,203.00961317774338,31.717572036426738,0.00025
59,224.0018249881522,196.6851928631694,27.31663219762275,233.16134738482637,206.96552227389427,26.19582528232979,0.00025
60,223.91204010731764,196.56616186724187,27.345878192749726,265.3513102377615,248.04162126532347,17.3096893635763,0.00025
61,223.85507752450985,196.47025478250777,27.38482274310271,233.2057143180601,206.86859148438626,26.33712261393323,0.00025
62,223.6926798790229,196.31294355265885,27.379736171178713,236.33619127405404,212.2780177911855,24.058173812479467,0.00025
63,223.60653505143716,196.22458101460788,27.381953839820998,233.28163530200308,206.30873470042707,26.9729009180025,0.00025
64,223.55642293411668,196.15918382137275,27.397239247017765,234.58985844625306,206.19457232567572,28.395285997522592,0.00025
65,223.41029418663558,196.02057105767128,27.389723006797126,256.7604341287217,240.75136432559808,16.009069959139495,0.00025
66,223.26689639259334,195.88882903260298,27.378067565803505,235.3287127094884,207.52276319512575,27.80594909685548,0.00025
67,223.238314761224,195.81143713245072,27.4268776805017,242.84804176295407,223.06789211853308,19.780149837792745,0.00025
68,223.21361055280593,195.7425249675348,27.471085474110033,240.33754695066108,215.02873395225419,25.308812822614396,0.00025
69,223.07098117482778,195.6374569126312,27.433524034371352,253.8298792333647,237.21671622140067,16.61316304492511,0.00025
70,222.9460827122516,195.45331406634597,27.49276855455543,235.45619078605407,210.0406738492201,25.415516787410333,0.00025
71,222.86119546246405,195.37263052049428,27.4885648638268,234.72389674736058,209.17824083319456,25.54565571200463,0.00025
72,222.70814810002807,195.22910723986132,27.479040876675807,288.0951382333782,273.18645997640726,14.90867810754732,0.00025
73,222.60859659044164,195.08806507531025,27.520531435887797,327.4294631536106,313.28695095079837,14.142511820463541,0.00025
74,222.5028949435983,194.94594480643298,27.556950253829473,236.3865000289706,213.5427239413635,22.843775784365043,0.00025
75,222.3395077484712,194.72951817058512,27.609989397386837,235.5395987374442,212.91702945551015,22.622569413778418,0.00025
76,222.1371103540983,194.55882045263783,27.578290043438507,270.30723874140443,253.71773057928831,16.58950816651094,0.00025
77,222.02475607773505,194.35903235521883,27.665723685095646,249.78642216695619,231.064086808587,18.722335652821624,0.00025
78,221.88763509619395,194.19211373656591,27.69552132110684,249.90784798899006,231.74706437071347,18.160783624868788,0.00025
79,221.70395409022186,194.00296908035762,27.700984920715225,236.61523838306903,203.75906122444962,32.85617741351853,0.00025
80,221.5738880842047,193.816888614397,27.75699954795067,234.62349370437832,207.32795820807533,27.295535535856327,0.00025
81,221.40632270157028,193.6175672087584,27.78875554674152,235.39413438085037,204.65151385118335,30.74262064393215,0.00025
82,221.18949109147343,193.37960016390386,27.809890971593752,235.68756430489677,204.87381751416467,30.813746597360357,0.00025
83,221.0857801663002,193.24113318635355,27.844647079001117,235.18369912002493,204.84421143773514,30.339487893240793,0.00025
84,220.9629861134982,193.07588605225877,27.887100152589653,235.20316817463817,209.19511021556943,26.00805802059613,0.00025
85,220.7093743413979,192.79084379853228,27.91853045261601,235.9313944803405,210.02024241856165,25.911152263940206,0.00025
86,220.55001364398126,192.60642089667652,27.94359280123438,236.8059843212778,211.38573503274523,25.420249231400028,0.00025
87,220.42190756030118,192.41277729701392,28.009130355738108,235.41820919898248,208.16746144800143,27.250747698243313,0.00025
88,220.18840781430322,192.19194560813133,27.99646220287008,241.92708672026885,221.13805540585847,20.78903132759481,0.00025
89,220.00740863956335,191.96749533660414,28.039913545092336,263.94312514907205,247.53621135658932,16.406913906747846,0.00025
90,219.7965621463976,191.74222540483953,28.054336831807678,247.26697192214053,228.19318330123127,19.073788418747863,0.00025
91,219.67589253438254,191.5904057761939,28.085486859444313,236.34438865415513,210.00505324332946,26.339335221848728,0.00025
92,219.51384923090774,191.3559751075881,28.157874178349868,237.2663764074651,205.3304661342076,31.935910413891488,0.00025
93,219.37963440152723,191.1401350766472,28.239499476763534,238.5722698088615,205.90170537711288,32.67056484486101,0.00025
94,219.15806951154124,190.94276721864097,28.215302301705126,237.3647506995135,209.49273966424477,27.872011070427256,0.00025
95,219.1114124929843,190.82605838500484,28.285354276372047,238.5424273794148,212.4220720985518,26.1203551138601,0.00025
96,218.86241723977963,190.54923217474072,28.31318512006915,238.85612480761267,206.0418670232395,32.81425809201008,0.00025
97,218.66041087719037,190.31207049546458,28.348340363015485,243.78320305468299,223.67507709555912,20.108125583367414,0.00025
98,218.57779905359936,190.17716489550838,28.400634252743025,257.41968680526804,238.80535973052275,18.614326362785654,0.00025
99,218.31217213414408,189.92270322734748,28.389468740605235,240.9115981704079,217.7096212712301,23.201977052996234,0.00025
100,218.2831474343821,189.80509992754673,28.47804764441101,239.3457512921452,212.3288319671209,27.016919140442177,0.00025
101,218.02733248860864,189.5295709917054,28.497761779758743,243.42547343733125,220.51609942880094,22.90937387668592,0.00025
102,217.895985809696,189.34539996112485,28.550585884891078,245.78545727707822,225.52254250522034,20.262914446641773,0.00025
103,217.75199165938565,189.18336553292954,28.568626053816175,241.50017677693873,209.75116075788225,31.74901573778847,0.00025
104,217.59068286893552,188.98098565138494,28.609697171325156,242.03602392662506,218.2804434288482,23.755580321984358,0.00025
105,217.4711699840724,188.81531426484227,28.655855774260367,243.78584465343283,221.91554021176105,21.870304490014703,0.00025
106,217.33023829385854,188.63932255713567,28.690915670686557,240.31304622245824,214.58926333590037,25.72378321177399,0.00025
107,217.20308499080352,188.48583240365954,28.71725242205321,240.55560520717077,213.82803415043563,26.727571083104007,0.00025
108,217.00507205494276,188.25439454445726,28.750677493976433,240.52044681250226,214.6250473936582,25.89539972648093,0.00025
