file,id,label,accepted,score,begin_time_s,end_time_s,call_length_s,principal_freq_hz,low_freq_hz,high_freq_hz,bandwidth_hz,freq_std_dev_hz,slope,sinuosity,mean_power_db,tonality,peak_freq_khz,source_file,wav_stem,det_start_s,det_end_s,det_duration_ms,det_index,det_prob_max,det_prob_mean,det_user_action,det_json_path,match_quality,match_distance_ms,umap_x,umap_y,hdbscan_label,hdbscan_probability
2024-10-04_10-32-11_0000323,1,Cluster_10,1,1,0.9995333333333332,1.002306666666667,0.0027733333333334,62.142857142857146,62.142857142857146,63.57142857142857,1.4285714285714235,0.7142857142857117,618.1318681318661,1.0436547459858652,-70.30854993366542,0.227616852965685,62.142857142857146,classified_Stats.xlsx,2024-10-04_10-32-11_0000323,0.9821866666666668,1.0248533333333334,42.66666666666674,0,0.992768406867981,0.9713244383985346,,results/batch_3452_sample/detections/2024-10-04_10-32-11_0000323.json,fuzzy,17.347,4.8123226,10.659806,2,0.9910124880099778
2024-10-04_10-32-11_0000323,2,Cluster_10,1,1,1.1771333333333334,1.2019133333333334,0.02478,64.07563025210084,60.294117647058826,69.11764705882354,8.82352941176471,2.292777708938514,299.04399830336325,1.0396259704873785,-70.45186310213285,0.2454705268172683,62.81512605042017,classified_Stats.xlsx,2024-10-04_10-32-11_0000323,1.1613866666666666,1.2168533333333331,55.466666666666775,1,0.9992960691452026,0.9524027109146118,,results/batch_3452_sample/detections/2024-10-04_10-32-11_0000323.json,fuzzy,15.747,3.507126,12.930574,3,1.0
2024-10-04_10-38-11_0000344,1,Cluster_22,1,1,0.9880933333333332,1.00612,0.0180266666666666,29.285714285714285,27.857142857142858,53.57142857142857,25.71428571428571,4.860642996573198,-293.97426785486465,1.4428735848899823,-69.70087597699245,0.2656293779739379,29.285714285714285,classified_Stats.xlsx,2024-10-04_10-38-11_0000344,0.9821866666666668,1.0248533333333334,42.66666666666674,0,0.9451292157173156,0.8647619540041144,,results/batch_3452_sample/detections/2024-10-04_10-38-11_0000344.json,fuzzy,5.907,5.1979446,12.301973,-1,0.0
2024-10-04_11-04-53_0000479,1,Cluster_10,1,1,0.3014,0.3085866666666667,0.0071866666666666,65.9090909090909,65.9090909090909,65.9090909090909,0.0,2.1795359464770105e-14,-1.4438549260077072e-13,1.0,-76.16812137780632,0.1909645316593592,65.9090909090909,classified_Stats.xlsx,2024-10-04_11-04-53_0000479,0.28672,0.32512,38.40000000000005,0,0.9524666666984558,0.9302010715007782,,results/batch_3452_sample/detections/2024-10-04_11-04-53_0000479.json,fuzzy,14.68,7.0120087,14.510549,0,0.607220626514224
2024-10-04_11-04-53_0000479,2,Cluster_10,1,1,0.57641,0.59609,0.01968,63.70967741935484,61.29032258064516,66.12903225806451,4.838709677419352,1.796944211672129,291.4304982417832,1.0755663748520854,-74.61177549813848,0.1909764122318935,63.70967741935484,classified_Stats.xlsx,2024-10-04_11-04-53_0000479,0.55552,0.6152533333333333,59.733333333333306,1,0.998779833316803,0.912119593222936,,results/batch_3452_sample/detections/2024-10-04_11-04-53_0000479.json,fuzzy,20.89,7.0566945,14.453374,0,0.607220626514224
2024-10-04_11-05-58_0000483,1,Cluster_13,1,1,1.8344033333333332,1.8358566666666667,0.0014533333333333,76.81818181818181,64.54545454545453,117.72727272727272,53.18181818181819,20.372562978527014,-6755.629691409358,7.116430212300364,-80.41071161833784,0.1803300911248909,76.81818181818181,classified_Stats.xlsx,2024-10-04_11-05-58_0000483,1.805653333333333,1.8525866666666664,46.93333333333327,0,0.9709133505821228,0.8742773036162058,,results/batch_3452_sample/detections/2024-10-04_11-05-58_0000483.json,fuzzy,28.75,5.7917986,17.293888,3,1.0
2024-10-04_11-50-24_0000556,1,Cluster_1,1,1,1.0281466666666668,1.036503333333333,0.0083566666666665,76.81818181818181,76.81818181818181,78.18181818181819,1.363636363636374,0.6867411207072763,228.45124560322,1.0170484457621478,-72.26694824533281,0.2347007480147224,78.18181818181819,classified_Stats.xlsx,2024-10-04_11-50-24_0000556,1.0077866666666666,1.05472,46.93333333333349,0,0.9870402216911316,0.9386920730272929,,results/batch_3452_sample/detections/2024-10-04_11-50-24_0000556.json,fuzzy,20.36,-0.36387557,12.242654,0,1.0
2024-10-04_11-50-42_0000557,1,Cluster_1,1,1,1.6900066666666669,1.7139,0.0238933333333333,73.046875,44.921875,123.4375,78.515625,11.550982413859773,-504.0273242535357,5.529332273063077,-76.55260336823095,0.1895008014556953,71.875,classified_Stats.xlsx,2024-10-04_11-50-42_0000557,1.66912,1.73312,64.00000000000006,0,0.9957484602928162,0.9046340174973012,,results/batch_3452_sample/detections/2024-10-04_11-50-42_0000557.json,fuzzy,20.887,4.7432594,17.7692,3,1.0
2024-10-04_11-50-44_0000558,1,Cluster_1,1,1,0.39114,0.40075,0.00961,79.25531914893617,68.08510638297872,95.2127659574468,27.127659574468083,4.072066525064035,-9.396036138570675,2.2333015853730545,-77.3428946566657,0.1879781355300966,79.25531914893617,classified_Stats.xlsx,2024-10-04_11-50-44_0000558,0.3805866666666667,0.41472,34.13333333333329,0,0.8668543100357056,0.8309641083081564,,results/batch_3452_sample/detections/2024-10-04_11-50-44_0000558.json,fuzzy,10.553,5.1528053,15.63029,3,1.0
2024-10-04_11-50-44_0000558,2,Cluster_19,1,1,2.978473333333333,2.9913,0.0128266666666667,73.57142857142857,73.57142857142857,117.85714285714286,44.28571428571429,20.286496743237333,-3369.894587033542,1.4391704280715087,-80.09319088354822,0.1808139046435593,73.57142857142857,classified_Stats.xlsx,2024-10-04_11-50-44_0000558,2.9704533333333334,3.01312,42.66666666666641,1,0.9539425373077391,0.8835278370163657,,results/batch_3452_sample/detections/2024-10-04_11-50-44_0000558.json,fuzzy,8.02,5.992602,16.933956,3,1.0
2024-10-04_11-51-01_0000559,1,Cluster_1,1,1,0.3936333333333333,0.4185933333333334,0.02496,79.28571428571428,53.57142857142857,80.71428571428572,27.142857142857157,7.192345569496733,-1020.1370896554726,1.094441701650855,-77.64924418109011,0.1918270251247476,79.28571428571428,classified_Stats.xlsx,2024-10-04_11-51-01_0000559,0.37632,0.4189866666666667,42.666666666666686,0,0.9495254158973694,0.8738826730034568,,results/batch_3452_sample/detections/2024-10-04_11-51-01_0000559.json,fuzzy,17.313,5.893515,15.932929,3,1.0
2024-10-04_11-51-01_0000559,2,Cluster_10,1,1,0.6917133333333334,0.7018866666666667,0.0101733333333332,65.9090909090909,35.90909090909091,80.9090909090909,45.0,10.769212405226162,403.2755687962064,3.313123777435617,-77.60370449160456,0.1920049152590596,65.9090909090909,classified_Stats.xlsx,2024-10-04_11-51-01_0000559,0.6749866666666666,0.72192,46.93333333333338,1,0.9894669651985168,0.9339488595724106,,results/batch_3452_sample/detections/2024-10-04_11-51-01_0000559.json,fuzzy,16.727,5.8009624,16.344845,3,1.0
2024-10-04_11-51-01_0000559,3,Cluster_10,1,1,1.02203,1.0289333333333337,0.0069033333333334,64.54545454545453,64.54545454545453,64.54545454545453,0.0,7.290014651212246e-15,1.4598329341322276e-12,1.0,-70.9854351033525,0.2368812143195164,64.54545454545453,classified_Stats.xlsx,2024-10-04_11-51-01_0000559,1.00352,1.0504533333333332,46.93333333333327,2,0.9773681163787842,0.8963603526353836,,results/batch_3452_sample/detections/2024-10-04_11-51-01_0000559.json,fuzzy,18.51,4.698766,11.038609,2,0.9910124880099778
2024-10-04_11-51-21_0000560,1,Cluster_31,1,1,1.0344066666666667,1.0548166666666667,0.02041,85.75949367088607,81.9620253164557,120.88607594936708,38.92405063291139,7.718535426902981,121.84608849853142,2.99278390776546,-68.73580045321981,0.2630252811215441,84.81012658227849,classified_Stats.xlsx,2024-10-04_11-51-21_0000560,0.9736533333333334,1.0717866666666669,98.1333333333333,0,0.9985973238945008,0.9011785139640172,,results/batch_3452_sample/detections/2024-10-04_11-51-21_0000560.json,fuzzy,60.753,2.9226513,16.227188,-1,0.0
2024-10-04_11-51-24_0000561,1,Cluster_1,1,1,1.04344,1.0576,0.0141599999999999,84.24369747899159,80.46218487394958,84.24369747899159,3.7815126050420105,1.044155746872262,-211.213544896707,1.053876698326881,-68.88639136684324,0.2609543608194461,84.24369747899159,classified_Stats.xlsx,2024-10-04_11-51-24_0000561,1.01632,1.0717866666666669,55.466666666666775,0,0.998641073703766,0.9521299813474928,,results/batch_3452_sample/detections/2024-10-04_11-51-24_0000561.json,fuzzy,27.12,-1.7937046,13.799271,0,1.0
