"time_of_day","avg_size","num_recordings","line_thickness"
17.0322222222222,1289122,1,1
17.0341666666667,1289122,1,1
17.0352777777778,1289122,1,1
17.0369444444444,1289122,1,1
17.0402777777778,1289122,1,1
17.0413888888889,1289122,1,1
17.0416666666667,1452962,1,1
17.0430555555556,1289122,1,1
17.0447222222222,1289122,1,1
17.0477777777778,1289122,1,1
17.0483333333333,1846178,1,1
17.0494444444444,1289122,1,1
17.0497222222222,1289122,1,1
17.0522222222222,1289122,1,1
17.0541666666667,1289122,1,1
17.0544444444444,1289122,2,10
17.055,1289122,1,1
17.0561111111111,1452962,1,1
17.0572222222222,1289122,1,1
17.0602777777778,1289122,1,1
17.0616666666667,1289122,1,1
17.0630555555556,2534306,1,1
17.0638888888889,1289122,1,1
17.0666666666667,1289122,1,1
17.0691666666667,1289122,1,1
17.0705555555556,2042786,1,1
17.0713888888889,1289122,1,1
17.0769444444444,1420194,1,1
17.0775,1289122,1,1
17.0786111111111,1485730,1,1
17.0802777777778,1354658,1,1
17.0827777777778,1289122,1,1
17.0838888888889,1518498,1,1
17.0844444444444,1747874,1,1
17.085,1289122,1,1
17.0858333333333,1649570,2,10
17.0863888888889,1289122,1,1
17.0894444444444,2010018,1,1
17.0911111111111,1289122,1,1
17.0919444444444,1944482,1,1
17.0930555555556,1289122,1,1
17.0952777777778,1289122,1,1
17.0963888888889,1289122,1,1
17.0977777777778,1289122,1,1
17.1063888888889,1289122,1,1
17.1080555555556,1289122,1,1
17.1083333333333,1289122,1,1
17.1091666666667,1289122,1,1
17.11,1289122,1,1
17.1125,1944482,1,1
17.1130555555556,1944482,1,1
17.1136111111111,1387426,2,10
17.1141666666667,1289122,1,1
17.115,1289122,2,10
17.1155555555556,1387426,1,1
17.1166666666667,1289122,1,1
17.1177777777778,1289122,1,1
17.1183333333333,1289122,2,10
17.1191666666667,1289122,1,1
17.1202777777778,1289122,1,1
17.1205555555556,1289122,1,1
17.1216666666667,1321890,1,1
17.1225,1321890,1,1
17.1227777777778,1289122,1,1
17.1233333333333,1518498,1,1
17.1263888888889,1485730,1,1
17.1272222222222,1289122,1,1
17.1283333333333,1289122,1,1
17.1291666666667,1878946,1,1
17.13,1715106,1,1
17.1313888888889,1289122,1,1
17.1352777777778,1289122,1,1
17.1416666666667,1289122,1,1
17.1422222222222,1289122,1,1
17.1427777777778,1387426,1,1
17.1441666666667,1289122,1,1
17.145,1289122,1,1
17.1480555555556,1289122,1,1
17.1547222222222,1289122,1,1
17.1638888888889,1289122,1,1
17.1747222222222,1289122,1,1
17.1755555555556,1289122,1,1
17.1763888888889,1452962,1,1
17.1777777777778,1289122,1,1
17.1841666666667,1616802,1,1
17.1933333333333,1289122,1,1
17.1936111111111,1289122,1,1
17.1941666666667,1289122,1,1
17.1961111111111,1289122,1,1
17.1983333333333,1289122,1,1
17.1986111111111,1289122,1,1
17.2011111111111,1289122,1,1
17.2080555555556,1289122,1,1
17.2158333333333,1289122,1,1
17.2161111111111,1289122,1,1
17.2180555555556,1289122,1,1
17.2188888888889,1289122,1,1
17.2191666666667,1289122,1,1
17.2213888888889,1289122,1,1
17.2233333333333,1518498,1,1
17.2244444444444,1289122,1,1
17.2247222222222,1289122,1,1
17.2269444444444,1289122,1,1
17.2325,1616802,1,1
17.2330555555556,1289122,1,1
17.2333333333333,1289122,1,1
17.2347222222222,1289122,1,1
17.2355555555556,1289122,1,1
17.2361111111111,1289122,1,1
17.2380555555556,1289122,1,1
17.2386111111111,1387426,1,1
17.2405555555556,1289122,1,1
17.2419444444444,1289122,1,1
17.2422222222222,1289122,2,10
17.2430555555556,1289122,1,1
17.2461111111111,1403810,2,10
17.2472222222222,1289122,1,1
17.2483333333333,1289122,1,1
17.2494444444444,1289122,1,1
17.2497222222222,1289122,1,1
17.2516666666667,1911714,1,1
17.2519444444444,1289122,1,1
17.2522222222222,1289122,1,1
17.2527777777778,1289122,1,1
17.2536111111111,1289122,1,1
17.2563888888889,1321890,1,1
17.2566666666667,1584034,1,1
17.2575,1289122,1,1
17.2583333333333,1518498,1,1
17.2594444444444,1551266,1,1
17.26,1289122,1,1
17.2602777777778,1289122,1,1
17.2605555555556,1289122,1,1
17.2616666666667,1289122,1,1
17.2619444444444,1289122,1,1
17.2627777777778,1289122,1,1
17.2630555555556,1289122,1,1
17.2636111111111,1289122,1,1
17.2641666666667,1878946,1,1
17.265,1289122,1,1
17.2677777777778,1452962,1,1
17.2683333333333,1289122,1,1
17.2686111111111,1518498,1,1
17.2705555555556,1289122,1,1
17.2708333333333,1289122,2,10
17.2719444444444,1289122,1,1
17.2725,1289122,1,1
17.2741666666667,1403810,2,10
17.2755555555556,1289122,1,1
