wav_stem,begin_time_s,end_time_s,duration_s,low_freq_khz,high_freq_khz,score
2024-09-30_21-05-00_0003018,1.25598066666667,1.29438066666667,0.0384,62.5,72.1875,0.760628223419189
2024-09-30_22-28-04_0003457,1.03333555555556,1.08453555555556,0.0511999999999999,72.8125,95.625,0.762892723083496
2024-09-30_22-28-04_0003457,1.13253555555556,1.19333555555556,0.0608,67.1875,98.125,0.686038732528687
2024-09-30_22-28-04_0003457,1.22853555555556,1.29253555555556,0.0640000000000001,72.1875,92.1875,0.686407804489136
2024-09-30_22-28-04_0003457,1.34053555555556,1.37480166666667,0.0342661111111111,69.6875,81.25,0.633538961410522
2024-09-30_22-28-04_0003457,1.44360166666667,1.46600166666667,0.0224,73.125,84.0625,0.71479207277298
2024-09-30_22-28-04_0003457,1.51880166666667,1.57960166666667,0.0608,83.75,95,0.742372632026672
2024-10-01_01-07-47_0004158,1.00693533333333,1.02773533333333,0.0207999999999999,86.25,101.875,0.532038867473602
2024-10-01_01-40-38_0004250,0.580803333333333,0.611203333333333,0.0304,40,54.0625,0.595123469829559
2024-09-30_11-20-09_0000021,0.164803333333333,0.190403333333333,0.0256,78.75,89.0625,0.629853963851929
2024-09-30_11-20-09_0000021,0.486044761904762,0.516444761904762,0.0304,82.8125,102.1875,0.691647052764893
2024-09-30_11-23-03_0000067,0.6269225,0.6781225,0.0512,67.5,92.5,0.516560614109039
2024-09-30_11-27-49_0000130,0.01,0.0800033333333333,0.0700033333333333,56.875,73.4375,0.55369359254837
2024-09-30_11-27-49_0000130,0.978897619047619,1.15649761904762,0.1776,47.8125,71.25,0.550784111022949
2024-09-30_11-27-49_0000130,1.20449761904762,1.27489761904762,0.0704,47.8125,56.875,0.753735780715942
2024-09-30_11-27-49_0000130,1.33154476190476,1.35809761904762,0.0265528571428573,48.125,59.0625,0.570864319801331
2024-09-30_11-27-49_0000130,1.8329919047619,1.88259190476191,0.0496000000000001,60.9375,85.625,0.710515141487122
2024-09-30_11-27-49_0000130,2.04419190476191,2.0889919047619,0.0448,61.5625,73.75,0.832603514194489
2024-09-30_11-27-49_0000130,2.73508619047619,2.80548619047619,0.0703999999999998,59.6875,76.875,0.829583704471588
2024-09-30_11-27-51_0000131,0.01,0.0624033333333333,0.0524033333333333,62.1875,75.9375,0.718479633331299
2024-09-30_11-27-51_0000131,0.964226,1.060226,0.096,57.1875,84.0625,0.698958575725555
2024-09-30_11-27-51_0000131,1.282626,1.413826,0.1312,49.0625,80.3125,0.736162900924683
2024-09-30_11-32-10_0000176,1.02683518518519,1.18843518518519,0.1616,49.6875,93.125,0.575426042079926
2024-09-30_11-32-10_0000176,1.19163518518519,1.35465111111111,0.163015925925926,46.875,84.375,0.678914189338684
2024-09-30_11-32-10_0000176,1.37705111111111,1.49385111111111,0.1168,70,107.5,0.688998997211456
2024-09-30_11-32-10_0000176,1.57065111111111,1.62505111111111,0.0544,68.75,103.125,0.723065733909607
2024-09-30_11-32-10_0000176,1.67945111111111,1.86166703703704,0.182215925925926,36.875,102.8125,0.637190520763397
