wav_stem,begin_time_s,end_time_s,duration_s,low_freq_khz,high_freq_khz,score
2024-09-30_11-32-10_0000176,1.92246703703704,2.07606703703704,0.1536,39.0625,108.125,0.632239699363708
2024-09-30_11-32-10_0000176,2.11606703703704,2.26326703703704,0.1472,35.3125,106.25,0.62860381603241
2024-09-30_11-32-10_0000176,2.32228296296296,2.37828296296296,0.056,66.25,101.25,0.64144492149353
2024-09-30_11-32-10_0000176,2.40388296296296,2.43108296296296,0.0272000000000001,48.75,61.25,0.693844377994537
2024-09-30_11-32-10_0000176,2.47908296296296,2.55268296296296,0.0735999999999999,60.3125,91.875,0.843741595745087
2024-09-30_11-32-10_0000176,2.58788296296296,2.66449888888889,0.076615925925926,64.6875,76.5625,0.629327535629272
2024-09-30_11-32-10_0000176,2.75889888888889,2.81009888888889,0.0512000000000001,59.375,68.125,0.581829726696014
2024-09-30_11-32-10_0000176,2.90929888888889,2.94449888888889,0.0352000000000001,64.6875,74.375,0.629031956195831
2024-09-30_11-32-10_0000176,3.13631481481481,3.16991481481481,0.0335999999999999,70,81.5625,0.531300723552704
2024-09-30_11-37-33_0000218,0.83608619047619,0.860086190476191,0.024,50.3125,67.8125,0.51682448387146
2024-09-30_11-41-33_0000252,1.17175333333333,1.21335333333333,0.0416000000000001,71.25,98.75,0.516879379749298
2024-09-30_13-43-46_0000884,1.01509,1.06789,0.0528,71.875,106.875,0.718814373016357
2024-09-30_13-43-46_0000884,1.14469,1.18949,0.0448,84.0625,98.125,0.813829779624939
2024-09-30_13-43-46_0000884,1.27749,1.34469,0.0671999999999999,45.625,68.75,0.546240389347076
2024-09-30_13-43-46_0000884,1.43863333333333,1.60663333333333,0.168,45.625,99.0625,0.688080966472626
2024-09-30_13-43-46_0000884,1.68023333333333,1.84777666666667,0.167543333333333,35,108.4375,0.658222913742065
2024-09-30_13-43-46_0000884,1.89737666666667,2.02857666666667,0.1312,35.3125,109.6875,0.612181663513184
2024-09-30_13-43-46_0000884,2.08297666666667,2.28892,0.205943333333333,35.625,96.875,0.616359949111938
2024-09-30_13-43-46_0000884,2.36572,2.58446333333333,0.218743333333333,41.875,108.4375,0.613255321979523
2024-09-30_13-43-46_0000884,2.66446333333333,2.72686333333333,0.0623999999999998,60.3125,100,0.626920402050018
2024-09-30_17-32-17_0001844,1.65988606060606,1.68708606060606,0.0271999999999999,63.125,73.125,0.515385866165161
2024-09-30_17-32-17_0001844,1.78011363636364,1.82171363636364,0.0416000000000001,68.4375,92.5,0.639283180236816
2024-09-30_17-32-17_0001844,1.88411363636364,1.91131363636364,0.0271999999999999,89.6875,101.25,0.745897114276886
2024-09-30_17-32-17_0001844,1.98971363636364,2.05851363636364,0.0688000000000002,64.6875,106.25,0.573520720005035
2024-09-30_17-32-17_0001844,2.12731363636364,2.17851363636364,0.0512000000000001,67.8125,88.75,0.686703205108643
2024-09-30_17-32-17_0001844,2.23634121212121,2.27794121212121,0.0415999999999999,70.3125,91.5625,0.709660530090332
2024-09-30_17-32-17_0001844,2.45874121212121,2.48114121212121,0.0224000000000002,74.375,83.4375,0.549286842346191
2024-09-30_17-32-17_0001844,2.61416878787879,2.77416878787879,0.16,60.625,79.6875,0.710919678211212
2024-09-30_17-32-17_0001844,2.81896878787879,2.86536878787879,0.0464000000000002,59.375,68.75,0.68589186668396
2024-09-30_17-32-17_0001844,2.93576878787879,2.96639636363636,0.0306275757575754,66.25,80,0.611557722091675
2024-09-30_17-32-17_0001844,3.03359636363636,3.08639636363636,0.0528,61.5625,75.9375,0.768280982971191
2024-09-30_11-19-54_0000016,0.313603333333333,0.340803333333333,0.0272,57.1875,63.4375,0.511657059192657
2024-09-30_11-19-54_0000016,0.9021225,0.9533225,0.0512,56.25,84.375,0.638904690742493
2024-09-30_11-19-54_0000016,1.0045225,1.0685225,0.0640000000000001,58.4375,79.6875,0.684759318828583
2024-09-30_11-19-54_0000016,1.13544166666667,1.17864166666667,0.0431999999999999,57.1875,67.5,0.551934123039246
2024-09-30_11-19-54_0000016,1.23784166666667,1.27464166666667,0.0367999999999999,57.1875,68.125,0.744011461734772
2024-09-30_11-19-54_0000016,1.42984166666667,1.46664166666667,0.0367999999999999,52.8125,61.875,0.737878084182739
2024-09-30_11-19-54_0000016,1.53384166666667,1.57544166666667,0.0416000000000001,57.5,67.5,0.6717529296875
2024-09-30_11-19-54_0000016,2.11916083333333,2.14316083333333,0.024,63.75,83.75,0.507407426834106
2024-09-30_11-21-22_0000038,0.8765225,0.9293225,0.0528,60.3125,69.0625,0.756119012832642
2024-09-30_11-21-22_0000038,0.9965225,1.0397225,0.0431999999999999,57.5,66.875,0.63875412940979
2024-09-30_11-21-22_0000038,1.44904166666667,1.47944166666667,0.0304,55,69.375,0.613244771957397
2024-09-30_11-21-22_0000038,1.72876083333333,1.77676083333333,0.048,57.5,67.8125,0.726223230361938
