file,id,label,accepted,score,begin_time_s,end_time_s,call_length_s,principal_freq_hz,low_freq_hz,high_freq_hz,bandwidth_hz,freq_std_dev_hz,slope,sinuosity,mean_power_db,tonality,peak_freq_khz,source_file,wav_stem,det_start_s,det_end_s,det_duration_ms,det_index,det_prob_max,det_prob_mean,det_user_action,det_json_path,match_quality,match_distance_ms,peak_freq_hz
2024-09-30_11-18-17_0000001,1.0,Cluster_15,1.0,1.0,0.7893933333333334,0.8108866666666666,0.021493333333333253,70.71428571428572,62.142857142857146,113.57142857142857,51.42857142857142,10.812706363755005,-174.5878237818126,5.080432722392367,-77.01613800937199,0.18975046901235032,66.42857142857143,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,2.0,Cluster_27,1.0,1.0,1.08076,1.1106266666666667,0.029866666666666708,63.671875,61.328125,105.859375,44.53125,8.502652627434504,-316.50070986739547,2.2004750510951796,-69.64047895382237,0.2517297338965304,63.671875,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,3.0,Cluster_5,1.0,1.0,1.1958933333333333,1.2387666666666666,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17670171400265,0.25710132329167307,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,4.0,Cluster_5,1.0,1.0,1.3238933333333331,1.3667666666666665,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17663447735924,0.2570790385619485,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,5.0,Cluster_5,1.0,1.0,1.4518933333333333,1.4947666666666666,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17646228605464,0.2570071999053799,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,6.0,Cluster_5,1.0,1.0,1.5798933333333331,1.6227666666666665,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17663481577777,0.25701254773939425,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,7.0,Cluster_5,1.0,1.0,1.7078933333333333,1.7507666666666666,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.1767017269343,0.257102100887657,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,8.0,Cluster_5,1.0,1.0,1.8358933333333332,1.8787666666666665,0.04287333333333332,64.07563025210084,61.554621848739494,106.9327731092437,45.378151260504204,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17646229469848,0.2570072167094236,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,9.0,Cluster_15,1.0,1.0,2.06122,2.0815200000000003,0.020300000000000207,74.43181818181819,69.31818181818181,81.25,11.931818181818187,4.776908121107605,659.8971078811455,1.0293844933553542,-71.98269308834166,0.24616580620479467,72.72727272727272,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,10.0,Cluster_1,1.0,1.0,2.76957,2.7832,0.013630000000000031,65.9090909090909,28.40909090909091,123.86363636363636,95.45454545454545,16.044680818237975,685.8811787615875,5.220878934364558,-75.93019516611727,0.19169699188424605,65.9090909090909,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,11.0,Cluster_15,1.0,1.0,2.99275,3.00415,0.011400000000000077,71.55172413793103,68.9655172413793,79.3103448275862,10.344827586206904,2.930885332083882,-660.1223711492685,1.0929514161776432,-74.3803888442306,0.2549671186115861,68.9655172413793,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,12.0,Cluster_27,1.0,1.0,3.80062,3.8125,0.011880000000000113,69.77611940298507,65.29850746268656,69.77611940298507,4.477611940298516,1.3976065810002953,247.0449090100838,1.0154045267252816,-72.92777940536307,0.23884554169796288,69.77611940298507,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,13.0,Cluster_16,1.0,1.0,4.06036,4.0674,0.007039999999999935,33.95522388059702,27.238805970149254,69.77611940298507,42.537313432835816,12.659321049934341,-1992.9623080893348,3.6656783415836593,-73.51140102156668,0.26436848528294626,27.238805970149254,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,14.0,Cluster_23,1.0,1.0,4.546153333333334,4.567713333333334,0.021560000000000024,87.12121212121212,78.03030303030303,93.18181818181819,15.151515151515156,5.137067757592383,28.87549493708917,1.416916872321195,-71.72702119260755,0.2643759665424558,93.18181818181819,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,15.0,Cluster_15,1.0,1.0,4.664646666666666,4.697926666666667,0.03328000000000042,79.28571428571428,69.28571428571428,80.71428571428572,11.428571428571445,3.5894713510497964,82.76765613637312,1.1336928963675907,-71.30583744563585,0.2574155195588892,69.28571428571428,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,16.0,Cluster_27,1.0,1.0,4.788076666666667,4.805153333333333,0.017076666666666185,63.18181818181818,61.81818181818181,67.27272727272727,5.454545454545453,1.533785404575464,243.9555987284592,1.0907790465341602,-70.97333861951476,0.2413701351129796,63.18181818181818,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,17.0,Cluster_27,1.0,1.0,5.00678,5.010739999999999,0.003959999999999297,60.82089552238806,60.82089552238806,60.82089552238806,0.0,7.354816055834102e-15,8.276291372869884e-13,1.0,-75.76999482697009,0.1940561402251665,60.82089552238806,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,18.0,Cluster_27,1.0,1.0,5.12564,5.14697,0.02132999999999985,65.74074074074073,62.03703703703704,78.7037037037037,16.666666666666657,5.643075371984473,766.5162754298094,1.0214671799958728,-69.97428013746813,0.2817390029540904,65.74074074074073,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,19.0,Cluster_23,1.0,1.0,5.255,5.26564,0.010640000000000427,96.12068965517241,81.89655172413794,123.27586206896552,41.37931034482759,13.268582867806844,-330.56779880736127,1.4135517525037864,-82.497527192125,0.20065564293162338,81.89655172413794,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,20.0,Cluster_27,1.0,1.0,5.333670000000001,5.352810000000001,0.019140000000000157,64.20454545454545,64.20454545454545,77.8409090909091,13.63636363636364,1.7604469755488261,-7.8715778315379845,1.2140078105545016,-71.13298136117308,0.26229656527697787,64.20454545454545,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,21.0,Cluster_27,1.0,1.0,5.663673333333334,5.687846666666667,0.024173333333333602,64.39393939393939,26.515151515151516,111.36363636363636,84.84848484848484,20.02764373426652,1618.080585884313,3.57508906345855,-76.11116768525362,0.19700349593294317,26.515151515151516,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,22.0,Cluster_15,1.0,1.0,6.6971066666666665,6.7289666666666665,0.03186,79.2016806722689,72.89915966386555,82.98319327731093,10.084033613445385,4.301701382609155,327.84173923172347,1.0526020534633447,-72.21702276191168,0.23265742666043626,82.98319327731093,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-17_0000001,23.0,Cluster_15,1.0,1.0,6.87394,6.925166666666667,0.05122666666666653,74.08088235294119,69.11764705882354,77.94117647058823,8.823529411764696,2.2211552427604526,-140.12138089618676,1.0822344500693386,-66.25758946149857,0.3162343056968089,73.52941176470588,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-27_0000003,1.0,Cluster_23,1.0,1.0,1.7246333333333332,1.7277233333333333,0.003090000000000037,85.4368932038835,84.70873786407768,86.16504854368932,1.4563106796116472,0.7675431214000942,437.0217396892955,1.1311104421148974,-72.47733473451459,0.25362122077585286,86.16504854368932,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-27_0000003,2.0,Cluster_27,1.0,1.0,1.82348,1.8354433333333333,0.011963333333333326,69.38775510204081,63.265306122448976,70.91836734693877,7.6530612244897895,1.5795258832747627,-38.29963442872605,1.182260355373544,-76.91673842765657,0.1846407901261158,69.38775510204081,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-27_0000003,3.0,Cluster_15,1.0,1.0,1.9257,1.93725,0.01154999999999995,73.57142857142857,56.42857142857143,82.14285714285714,25.714285714285708,5.936954800759042,972.5712410777763,1.547822652051477,-73.4606202801357,0.2298186227416352,73.57142857142857,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,,,,,,,,,unmatched_ds,,
2024-09-30_11-18-27_0000003,4.0,Cluster_27,1.0,1.0,2.0273600000000003,2.0429,0.015539999999999665,65.17857142857142,63.83928571428571,70.53571428571428,6.696428571428569,2.9947338984372203,390.8974694736958,1.0137356190421813,-77.44031984113117,0.18095018517330827,65.17857142857142,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,,,,,,,,,unmatched_ds,,
