file,id,label,accepted,score,begin_time_s,end_time_s,call_length_s,principal_freq_hz,low_freq_hz,high_freq_hz,bandwidth_hz,freq_std_dev_hz,slope,sinuosity,mean_power_db,tonality,peak_freq_khz,source_file,wav_stem,det_start_s,det_end_s,det_duration_ms,det_index,det_prob_max,det_prob_mean,det_user_action,det_json_path,match_quality,match_distance_ms,peak_freq_hz
2024-09-30_11-18-17_0000001,11.0,Cluster_14,1.0,1.0,2.99275,3.00415,0.011400000000000077,71.55172413793103,68.9655172413793,79.3103448275862,10.344827586206904,2.930885332083882,-660.1223711492685,1.0929514161776432,-74.3803888442306,0.2549671186115861,68.9655172413793,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,2.9917866666666666,3.0045866666666665,12.799999999999923,10,0.04668998718261719,0.04128039628267288,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_010_2.992s-3.005s.json,fuzzy,0.963,
2024-09-30_11-18-17_0000001,12.0,Cluster_14,1.0,1.0,3.80062,3.8125,0.011880000000000113,69.77611940298507,65.29850746268656,69.77611940298507,4.477611940298516,1.3976065810002953,247.0449090100838,1.0154045267252816,-72.92777940536307,0.23884554169796288,69.77611940298507,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,3.7981866666666666,3.815253333333333,17.066666666666563,11,0.05377628281712532,0.04852769151329994,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_011_3.798s-3.815s.json,fuzzy,2.433,
2024-09-30_11-18-17_0000001,13.0,Cluster_2,1.0,1.0,4.06036,4.0674,0.007039999999999935,33.95522388059702,27.238805970149254,69.77611940298507,42.537313432835816,12.659321049934341,-1992.9623080893348,3.6656783415836593,-73.51140102156668,0.26436848528294626,27.238805970149254,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,4.054186666666666,4.071253333333333,17.066666666666563,12,0.048824671655893326,0.041314639151096344,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_012_4.054s-4.071s.json,fuzzy,6.173,
2024-09-30_11-18-17_0000001,14.0,Cluster_22,1.0,1.0,4.546153333333334,4.567713333333334,0.021560000000000024,87.12121212121212,78.03030303030303,93.18181818181819,15.151515151515156,5.137067757592383,28.87549493708917,1.416916872321195,-71.72702119260755,0.2643759665424558,93.18181818181819,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,4.540586666666667,4.578986666666666,38.399999999999324,13,0.06319566071033478,0.05170389264822006,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_013_4.541s-4.579s.json,fuzzy,5.567,
2024-09-30_11-18-17_0000001,15.0,Cluster_22,1.0,1.0,4.664646666666666,4.697926666666667,0.03328000000000042,79.28571428571428,69.28571428571428,80.71428571428572,11.428571428571445,3.5894713510497964,82.76765613637312,1.1336928963675907,-71.30583744563585,0.2574155195588892,69.28571428571428,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,4.66432,4.706986666666666,42.66666666666641,14,0.09231466054916382,0.061903227120637894,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_014_4.664s-4.707s.json,fuzzy,0.327,
2024-09-30_11-18-17_0000001,16.0,Cluster_14,1.0,1.0,4.788076666666667,4.805153333333333,0.017076666666666185,63.18181818181818,61.81818181818181,67.27272727272727,5.454545454545453,1.533785404575464,243.9555987284592,1.0907790465341602,-70.97333861951476,0.2413701351129796,63.18181818181818,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,4.7709866666666665,4.81792,46.93333333333349,15,0.09391599893569946,0.06321690231561661,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_015_4.771s-4.818s.json,fuzzy,17.09,
2024-09-30_11-18-17_0000001,17.0,Cluster_14,1.0,1.0,5.00678,5.010739999999999,0.003959999999999297,60.82089552238806,60.82089552238806,60.82089552238806,0.0,7.354816055834102e-15,8.276291372869884e-13,1.0,-75.76999482697009,0.1940561402251665,60.82089552238806,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,4.99712,5.014186666666666,17.066666666666563,16,0.052052658051252365,0.04271774739027023,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_016_4.997s-5.014s.json,fuzzy,9.66,
2024-09-30_11-18-17_0000001,18.0,Cluster_14,1.0,1.0,5.12564,5.14697,0.02132999999999985,65.74074074074073,62.03703703703704,78.7037037037037,16.666666666666657,5.643075371984473,766.5162754298094,1.0214671799958728,-69.97428013746813,0.2817390029540904,65.74074074074073,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,5.12512,5.15072,25.599999999999845,17,0.08571275323629379,0.06449033319950104,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_017_5.125s-5.151s.json,fuzzy,0.52,
2024-09-30_11-18-17_0000001,19.0,Cluster_1,1.0,1.0,5.255,5.26564,0.010640000000000427,96.12068965517241,81.89655172413794,123.27586206896552,41.37931034482759,13.268582867806844,-330.56779880736127,1.4135517525037864,-82.497527192125,0.20065564293162338,81.89655172413794,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,5.25312,5.26592,12.800000000000367,18,0.04071060195565224,0.037235040217638016,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_018_5.253s-5.266s.json,fuzzy,1.88,
2024-09-30_11-18-17_0000001,20.0,Cluster_14,1.0,1.0,5.333670000000001,5.352810000000001,0.019140000000000157,64.20454545454545,64.20454545454545,77.8409090909091,13.63636363636364,1.7604469755488261,-7.8715778315379845,1.2140078105545016,-71.13298136117308,0.26229656527697787,64.20454545454545,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,5.32992,5.3597866666666665,29.866666666666042,19,0.06532689183950424,0.04935895651578903,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_019_5.330s-5.360s.json,fuzzy,3.75,
2024-09-30_11-18-17_0000001,21.0,Cluster_14,1.0,1.0,5.663673333333334,5.687846666666667,0.024173333333333602,64.39393939393939,26.515151515151516,111.36363636363636,84.84848484848484,20.02764373426652,1618.080585884313,3.57508906345855,-76.11116768525362,0.19700349593294317,26.515151515151516,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,5.654186666666667,5.692586666666666,38.399999999999324,20,0.06871546804904938,0.056450359523296356,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_020_5.654s-5.693s.json,fuzzy,9.487,
2024-09-30_11-18-17_0000001,22.0,Cluster_22,1.0,1.0,6.6971066666666665,6.7289666666666665,0.03186,79.2016806722689,72.89915966386555,82.98319327731093,10.084033613445385,4.301701382609155,327.84173923172347,1.0526020534633447,-72.21702276191168,0.23265742666043626,82.98319327731093,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,6.67392,6.729386666666667,55.466666666666775,21,0.12627620995044708,0.0883026272058487,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_021_6.674s-6.729s.json,fuzzy,23.187,
2024-09-30_11-18-17_0000001,23.0,Cluster_10,1.0,1.0,6.87394,6.925166666666667,0.05122666666666653,74.08088235294119,69.11764705882354,77.94117647058823,8.823529411764696,2.2211552427604526,-140.12138089618676,1.0822344500693386,-66.25758946149857,0.3162343056968089,73.52941176470588,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,6.861653333333333,6.934186666666666,72.53333333333333,22,0.15822510421276093,0.10129496455192566,,USV_Detections/5970/2024-09-30_11-18-17_0000001/detection_022_6.862s-6.934s.json,fuzzy,12.287,
2024-09-30_11-18-27_0000003,1.0,Cluster_22,1.0,1.0,1.7246333333333332,1.7277233333333333,0.003090000000000037,85.4368932038835,84.70873786407768,86.16504854368932,1.4563106796116472,0.7675431214000942,437.0217396892955,1.1311104421148974,-72.47733473451459,0.25362122077585286,86.16504854368932,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,1.7005810585645091,1.7419649916336415,41.383933069132354,0,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_000_1.701s-1.742s.json,fuzzy,24.052,
2024-09-30_11-18-27_0000003,2.0,Cluster_14,1.0,1.0,1.82348,1.8354433333333333,0.011963333333333326,69.38775510204081,63.265306122448976,70.91836734693877,7.6530612244897895,1.5795258832747627,-38.29963442872605,1.182260355373544,-76.91673842765657,0.1846407901261158,69.38775510204081,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,1.80992,1.8469180590048437,36.99805900484377,0,0.06433097273111343,0.052230168133974075,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_000_1.810s-1.847s.json,fuzzy,13.56,
2024-09-30_11-18-27_0000003,3.0,Cluster_14,1.0,1.0,1.9257,1.93725,0.01154999999999995,73.57142857142857,56.42857142857143,82.14285714285714,25.714285714285708,5.936954800759042,972.5712410777763,1.547822652051477,-73.4606202801357,0.2298186227416352,73.57142857142857,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,1.9096339163364155,1.9527244033465434,43.09048701012785,2,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_002_1.910s-1.953s.json,fuzzy,16.066,
2024-09-30_11-18-27_0000003,4.0,Cluster_14,1.0,1.0,2.0273600000000003,2.0429,0.015539999999999665,65.17857142857142,63.83928571428571,70.53571428571428,6.696428571428569,2.9947338984372203,390.8974694736958,1.0137356190421813,-77.44031984113117,0.18095018517330827,65.17857142857142,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.013307068251871,2.061943855570233,48.63678731836218,3,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_003_2.013s-2.062s.json,fuzzy,14.053,
2024-09-30_11-18-27_0000003,5.0,Cluster_14,1.0,1.0,2.13213,2.13329,0.0011600000000000499,64.65517241379311,64.65517241379311,64.65517241379311,0.0,0.0,2.081020577696961e-11,1.0,-74.41393993087631,0.23150359061117082,64.65517241379311,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.1272195438132977,2.1566575992954644,29.438055482166714,4,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_004_2.127s-2.157s.json,fuzzy,4.91,
2024-09-30_11-18-27_0000003,6.0,Cluster_12,1.0,1.0,2.311393333333333,2.3166066666666665,0.005213333333333292,70.16129032258064,68.54838709677419,121.77419354838709,53.2258064516129,13.37649720105391,-4322.110854225115,4.4496740668842625,-76.88119776492273,0.18627003482945537,70.16129032258064,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.2978749379128134,2.331152739762219,33.27780184940554,5,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_005_2.298s-2.331s.json,fuzzy,13.518,
2024-09-30_11-18-27_0000003,7.0,Cluster_26,1.0,1.0,2.50644,2.52582,0.019379999999999953,66.1764705882353,63.23529411764706,119.11764705882354,55.88235294117648,15.931192989004623,-1144.6887597797488,3.1609901229583786,-77.04253419509868,0.18639380256852517,66.1764705882353,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.502661410832232,2.5431920669308674,40.530656098635376,6,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_006_2.503s-2.543s.json,fuzzy,3.779,
2024-09-30_11-18-27_0000003,9.0,Cluster_3,1.0,1.0,2.785933333333333,2.7911333333333332,0.0052000000000003155,35.38461538461539,29.615384615384613,72.3076923076923,42.69230769230769,21.384301432287366,-3101.632095714938,12.587287801041702,-71.50870910577234,0.23247501446708682,29.615384615384613,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.76992,2.8358660678115366,65.94606781153666,1,0.086005799472332,0.06349507719278336,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_001_2.770s-2.836s.json,fuzzy,16.013,
2024-09-30_11-18-27_0000003,8.0,Cluster_5,1.0,1.0,2.7863333333333333,2.791666666666667,0.005333333333333634,29.5,26.5,71.5,45.0,19.764607405216854,-1202.2058823529314,4.490072698448459,-72.84858606700628,0.26278376258276676,29.5,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.7650440792602375,2.8040533333333335,39.00925407309597,7,0.086005799472332,0.06349507719278336,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_007_2.765s-2.804s.json,fuzzy,21.289,
2024-09-30_11-18-27_0000003,10.0,Cluster_22,1.0,1.0,2.87912,2.88064,0.0015200000000001879,94.82758620689656,87.06896551724138,97.41379310344828,10.344827586206904,3.2826608214930664,1361.161524500926,1.3503410733303678,-75.02265179790778,0.2579086507625984,97.41379310344828,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.868053333333333,2.8808533333333335,12.800000000000367,2,0.05583418905735016,0.04826101288199425,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_002_2.868s-2.881s.json,fuzzy,11.067,
2024-09-30_11-18-27_0000003,11.0,Cluster_22,1.0,1.0,2.8793,2.88966,0.010359999999999925,96.42857142857143,66.07142857142858,98.21428571428572,32.14285714285714,13.748582693394164,-3286.2280683816616,1.0182280211464552,-73.55160283817087,0.24182526768377718,98.21428571428572,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,2.868053333333333,2.895595455746367,27.542122413033887,8,0.05583418905735016,0.04826101288199425,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_008_2.868s-2.896s.json,fuzzy,11.247,
2024-09-30_11-18-27_0000003,12.0,Cluster_22,1.0,1.0,3.43533,3.46106,0.02572999999999981,95.2127659574468,85.63829787234042,98.40425531914893,12.765957446808514,5.095313510753382,478.111690873049,1.05959662645671,-75.05408682933468,0.22961113309259065,85.63829787234042,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,3.4312533333333333,3.465386666666667,34.13333333333357,9,0.07539496570825577,0.05511064827442169,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_009_3.431s-3.465s.json,fuzzy,4.077,
2024-09-30_11-18-27_0000003,13.0,Cluster_14,1.0,1.0,3.60296,3.6084,0.005440000000000111,68.68932038834951,67.23300970873787,86.16504854368932,18.932038834951456,7.961865836744126,-3180.9554204320243,1.4226309186389197,-69.45346048880975,0.26673227468071187,68.68932038834951,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,3.582910055482166,3.62386735006605,40.957294583884085,10,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_010_3.583s-3.624s.json,fuzzy,20.05,
2024-09-30_11-18-27_0000003,14.0,Cluster_18,1.0,1.0,3.7676066666666665,3.7823333333333333,0.014726666666666777,83.42105263157895,26.57894736842105,122.89473684210526,96.3157894736842,21.86899176427651,1253.219823893054,8.306041638088198,-78.00062119150878,0.1930127758957675,85.0,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,3.7556986420079252,3.791109636283575,35.41099427564953,11,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_011_3.756s-3.791s.json,fuzzy,11.908,
2024-09-30_11-18-27_0000003,15.0,Cluster_14,1.0,1.0,3.8571999999999997,3.8604,0.0032000000000000917,65.625,64.0625,65.625,1.5625,0.8159890122923336,-44.38920454545264,1.2835477196854055,-74.34395925155557,0.22346085039636368,65.625,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,3.844439446939674,3.8802770797005723,35.837632760898245,12,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_012_3.844s-3.880s.json,fuzzy,12.761,
2024-09-30_11-18-27_0000003,16.0,Cluster_10,1.0,1.0,3.96278,4.01542,0.0526399999999998,71.47887323943661,26.056338028169016,121.12676056338027,95.07042253521126,11.140614167180864,-5.73537919305227,3.1433925895757584,-75.0019191317021,0.19296110635651234,73.59154929577464,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,3.9515257067371197,4.030027188022898,78.5014812857785,13,0.05037875846028328,0.04257230833172798,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_013_3.952s-4.030s.json,fuzzy,11.254,
2024-09-30_11-18-27_0000003,17.0,Cluster_10,1.0,1.0,4.098646666666666,4.142673333333333,0.044026666666666436,78.14960629921259,26.181102362204726,82.8740157480315,56.69291338582677,10.604420912864876,177.8608234938092,1.661138209974719,-68.01974265618041,0.30007328736582156,82.8740157480315,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,4.085063552619991,4.148053333333333,62.989780713341936,14,0.08960188925266266,0.06028876081109047,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_014_4.085s-4.148s.json,fuzzy,13.583,
2024-09-30_11-18-27_0000003,18.0,Cluster_14,1.0,1.0,4.2201933333333335,4.245263333333334,0.02507000000000037,66.28440366972477,63.53211009174312,70.41284403669724,6.880733944954116,2.79801031128818,228.51719086836505,1.02194478443227,-72.39503985118478,0.22442934764038602,64.90825688073394,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,4.212201821224131,4.258705416116248,46.503594892117306,15,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_015_4.212s-4.259s.json,fuzzy,7.992,
2024-09-30_11-18-27_0000003,19.0,Cluster_15,1.0,1.0,4.33918,4.347263333333333,0.008083333333333442,72.16494845360825,28.09278350515464,72.93814432989691,44.84536082474227,21.4388433929875,5014.2444478649495,2.8436010792201616,-77.3290060496994,0.18408748369634154,28.09278350515464,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,4.315874973139586,4.352565882870982,36.690909731396104,16,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_016_4.316s-4.353s.json,fuzzy,23.305,
2024-09-30_11-18-27_0000003,20.0,Cluster_22,1.0,1.0,4.455493333333334,4.45856,0.003066666666666329,86.29032258064515,73.38709677419354,86.29032258064515,12.903225806451616,3.8721894455297137,-2055.9734795358863,1.397027779693488,-76.37511642280185,0.19274464504317604,86.29032258064515,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,4.432773918097754,4.466051719947161,33.27780184940643,17,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_017_4.433s-4.466s.json,fuzzy,22.719,
2024-09-30_11-18-27_0000003,21.0,Cluster_14,1.0,1.0,5.1102533333333335,5.12108,0.01082666666666654,69.19642857142857,27.678571428571427,71.875,44.19642857142857,12.286843730304396,-1058.2549204331333,4.84748317575328,-70.79041392453976,0.25698862311835274,65.17857142857142,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,5.077424669308675,5.126488095112285,49.06342580361045,18,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_018_5.077s-5.126s.json,fuzzy,32.829,
2024-09-30_11-18-27_0000003,22.0,Cluster_22,1.0,1.0,5.32874,5.34926,0.020520000000000316,81.08695652173913,66.73913043478261,87.6086956521739,20.869565217391298,7.048805374127039,-1057.1447507869127,1.1969643124605176,-72.43864733078946,0.2487268168763495,85.0,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,5.308586666666667,5.3597866666666665,51.19999999999969,19,0.12713685631752014,0.07630939781665802,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_019_5.309s-5.360s.json,fuzzy,20.153,
2024-09-30_11-18-27_0000003,23.0,Cluster_22,1.0,1.0,5.43092,5.4516,0.020679999999999588,85.0,80.26315789473685,86.57894736842105,6.315789473684205,2.557395966662541,-279.2387745539446,1.012986633018386,-72.58133509701048,0.23161389299325952,86.57894736842105,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,5.423428480845443,5.458412836635843,34.98435579040038,20,0.045259974896907806,0.04351148009300232,,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_020_5.423s-5.458s.json,fuzzy,7.492,
2024-09-30_11-18-27_0000003,24.0,Cluster_12,1.0,1.0,6.17873,6.190536666666667,0.011806666666666743,60.064935064935064,28.896103896103895,100.97402597402598,72.07792207792208,17.824334491697115,260.31710110219666,4.559905253823646,-79.68445181539326,0.18587156523674742,60.064935064935064,classified_Stats.xlsx,2024-09-30_11-18-27_0000003,6.1717523839718185,6.194790862175253,23.038478203434742,21,0.0,0.0,added_manually,USV_Detections/5970/2024-09-30_11-18-27_0000003/detection_021_6.172s-6.195s.json,fuzzy,6.978,
2024-09-30_11-18-57_0000006,1.0,Cluster_14,1.0,1.0,2.0753100000000004,2.0880500000000004,0.012739999999999974,70.60810810810811,28.04054054054054,73.64864864864865,45.608108108108105,8.504474956489306,-1227.3991865828596,3.9300089110886027,-75.2776106335218,0.19326722252627065,67.56756756756758,classified_Stats.xlsx,2024-09-30_11-18-57_0000006,2.0464360096242826,2.1317574976864706,85.32148806218798,5,0.15591152012348175,0.08057603240013123,,USV_Detections/5970/2024-09-30_11-18-57_0000006/detection_005_2.046s-2.132s.json,fuzzy,28.874,
2024-09-30_11-19-38_0000015,1.0,Cluster_14,1.0,1.0,0.05005,0.05995,0.009900000000000006,63.602941176470594,62.5,69.11764705882354,6.617647058823536,2.0979616449917673,387.40469844418345,1.3272700788941487,-71.95805286196978,0.21839052185489408,63.602941176470594,classified_Stats.xlsx,2024-09-30_11-19-38_0000015,0.03072,0.10325333333333334,72.53333333333333,0,0.1428328901529312,0.0860099270939827,,USV_Detections/5970/2024-09-30_11-19-38_0000015/detection_000_0.031s-0.103s.json,fuzzy,19.33,
2024-09-30_11-19-38_0000015,2.0,Cluster_14,1.0,1.0,0.25034666666666666,0.25694,0.00659333333333334,69.82758620689654,30.17241379310345,71.55172413793103,41.37931034482759,8.257921896738237,-1393.7798542589198,1.434280064968527,-71.86117802671768,0.24746871410429105,69.82758620689654,classified_Stats.xlsx,2024-09-30_11-19-38_0000015,0.24063376140423912,0.26965333333333336,29.01957192909424,1,0.06333807855844498,0.04916943237185478,,USV_Detections/5970/2024-09-30_11-19-38_0000015/detection_001_0.241s-0.270s.json,fuzzy,9.713,
