id,umap_x,umap_y,syllable_type
1.0,14.756458,9.8671665,Chevron
1.0,14.342742,7.011705,Complex
1.0,0.9850369,4.172762,Flat
1.0,2.7999353,4.367263,Short
1.0,15.164195,5.543163,Flat
2.0,13.733347,5.1912866,Flat
3.0,12.518585,5.369459,Short
1.0,13.628955,5.1683307,Flat
1.0,13.410516,9.176706,Complex
1.0,14.118736,8.778993,Complex
2.0,13.707855,8.64973,Complex
1.0,13.585361,7.687278,Chevron
2.0,11.912793,9.948034,Up
3.0,3.3876655,6.642708,Short
1.0,13.817885,7.223832,Short
1.0,13.015387,8.78005,Complex
1.0,2.6574244,6.294216,Short
1.0,1.177903,4.018395,Short
2.0,13.669225,7.6445055,Chevron
1.0,11.504997,10.367588,Chevron
2.0,12.880239,9.987331,Chevron
1.0,2.5439327,6.6162686,Short
1.0,11.472623,10.554026,Short
1.0,14.610683,8.675395,Complex
1.0,11.661867,10.600182,Short
2.0,1.1096992,4.343257,Short
3.0,12.781266,9.722298,Complex
4.0,1.0808572,4.265196,Short
1.0,14.3476925,9.502173,Complex
1.0,1.2820642,3.6741717,Short
1.0,0.94361967,4.422343,Short
1.0,12.998444,9.087197,Chevron
2.0,13.671434,8.71366,Flat
3.0,5.302832,7.4788313,Flat
1.0,14.63613,8.367192,Short
1.0,13.008638,9.289385,Chevron
2.0,12.655123,10.342505,Complex
1.0,0.8823314,4.3231955,Flat
1.0,13.552616,7.053192,Short
1.0,14.377112,9.639332,Complex
1.0,13.631931,9.413633,Complex
1.0,14.376993,10.161412,Chevron
1.0,14.429219,10.135854,Chevron
1.0,12.70544,8.382315,Short
1.0,14.609927,9.693336,Short
1.0,13.196253,9.314616,Chevron
2.0,1.2627233,5.9420857,Short
3.0,1.2621808,5.9397264,Short
4.0,1.2250733,5.9852443,Short
5.0,1.2670211,5.9352546,Short
6.0,11.628247,10.404252,Chevron
1.0,14.667994,8.603204,Complex
2.0,14.533019,8.635949,Complex
3.0,6.3659053,7.3683076,Down
4.0,12.954345,9.7440405,Complex
5.0,4.046933,7.7911625,Down
6.0,12.533833,8.456297,Complex
1.0,0.9716686,4.3507347,Short
1.0,6.950022,7.145044,Down
2.0,13.542455,8.823503,Complex
3.0,13.460458,8.748187,Complex
4.0,14.113954,7.4490786,Short
1.0,12.83763,9.250736,Chevron
1.0,12.93848,10.140485,Chevron
2.0,1.2795556,5.9212227,Short
3.0,2.833422,5.7789316,Short
4.0,3.954682,7.5604653,Short
1.0,6.4639864,7.313086,Down
1.0,13.325706,9.239921,Chevron
2.0,14.582262,8.340963,Complex
1.0,12.145352,7.513584,Short
1.0,12.427381,9.371429,Flat
1.0,4.4562526,7.111227,Flat
1.0,14.469392,8.027044,Short
1.0,14.336011,9.719788,Complex
2.0,14.3857155,10.030106,Chevron
1.0,1.2928834,3.9120517,Short
1.0,14.675034,9.783541,Short
1.0,12.203504,7.4739304,Short
