stem,detection_idx,start_time_s,end_time_s,duration_s,max_probability,mean_probability,window_count,start_window,end_window
2024-10-06_16-06-16_0000416,0,1.00352,1.04192,0.03839999999999999,0.8832260370254517,0.7660537004470825,90,2300,2390
2024-10-06_16-36-23_0000444,0,1.01632,1.0589866666666667,0.04266666666666685,0.9266259074211121,0.8529225262728605,100,2330,2430
2024-10-06_16-39-10_0000459,0,1.0077866666666666,1.0461866666666666,0.03839999999999999,0.8931484222412109,0.7735258370637894,90,2310,2400
2024-10-06_16-40-12_0000463,0,0.9992533333333333,1.0376533333333333,0.03839999999999999,0.9094743728637695,0.8499309659004212,90,2290,2380
2024-10-06_16-46-19_0000472,0,0.9992533333333333,1.0461866666666666,0.04693333333333327,0.9608238339424133,0.8811217769980431,110,2290,2400
2024-10-06_16-49-36_0000483,0,0.9821866666666667,1.0461866666666666,0.06399999999999995,0.9344003200531006,0.7639515399932861,150,2250,2400
2024-10-06_16-59-40_0000518,0,1.98912,2.0360533333333333,0.04693333333333327,0.9482690691947937,0.853502040108045,110,4610,4720
2024-10-06_17-00-53_0000523,0,1.95072,1.98912,0.03839999999999999,0.9584999084472656,0.9339848160743713,90,4520,4610
2024-10-06_17-02-47_0000530,0,1.37472,1.4216533333333334,0.04693333333333349,0.9794849753379822,0.9228270004192988,110,3170,3280
2024-10-06_17-02-47_0000530,1,2.0829866666666668,2.1384533333333335,0.055466666666666775,0.968798816204071,0.8339272567204067,130,4830,4960
2024-10-06_17-02-51_0000531,0,0.9992533333333333,1.0376533333333333,0.03839999999999999,0.9012832045555115,0.830094039440155,90,2290,2380
2024-10-06_17-05-08_0000540,0,1.0120533333333332,1.0589866666666667,0.04693333333333349,0.9818275570869446,0.8763826514283816,110,2320,2430
2024-10-06_17-05-24_0000542,0,1.01632,1.0632533333333334,0.04693333333333349,0.9209414720535278,0.8058489561080933,110,2330,2440
2024-10-06_17-09-53_0000568,0,2.12992,2.1725866666666667,0.04266666666666685,0.9025816917419434,0.7835617173801769,100,4940,5040
2024-10-06_17-12-10_0000589,0,0.9437866666666667,1.1613866666666666,0.2175999999999999,0.9355745315551758,0.6381404984455842,510,2160,2670
2024-10-06_19-10-11_0000960,0,1.0120533333333332,1.06752,0.055466666666666775,0.9986396431922913,0.9204052473817553,130,2320,2450
2024-10-06_19-11-02_0000968,0,1.8312533333333334,1.9293866666666666,0.09813333333333318,0.9915326237678528,0.8904426917433739,230,4240,4470
2024-10-06_19-11-02_0000968,1,1.9421866666666667,1.98912,0.04693333333333327,0.8469977378845215,0.7151462063193321,110,4500,4610
2024-10-06_19-14-14_0000988,0,0.97792,1.01632,0.03839999999999988,0.9630559086799622,0.9243403255939484,90,2240,2330
2024-10-06_19-18-00_0001000,0,0.9821866666666667,1.0717866666666667,0.08960000000000001,0.9645110368728638,0.7967089942910455,210,2250,2460
2024-10-06_19-18-00_0001000,1,2.006186666666667,2.070186666666667,0.06400000000000006,0.9888307452201843,0.8348451610654593,150,4650,4800
2024-10-06_20-09-30_0001152,0,1.11872,1.16992,0.051200000000000134,0.995693027973175,0.9147336230828211,120,2570,2690
2024-10-06_20-16-44_0001185,0,0.9736533333333334,1.01632,0.04266666666666652,0.9438066482543945,0.8724897883155129,100,2230,2330
2024-10-06_20-29-20_0001234,0,1.0248533333333334,1.06752,0.04266666666666663,0.9605458378791809,0.8901007825678046,100,2350,2450
2024-10-06_20-29-20_0001234,1,1.9549866666666667,1.9933866666666666,0.03839999999999999,0.8949283361434937,0.8651836276054382,90,4530,4620
2024-10-06_20-29-22_0001235,0,0.42752,0.46592,0.03839999999999999,0.8948400020599365,0.8352279901504517,90,950,1040
2024-10-06_20-29-22_0001235,1,0.99072,1.0333866666666667,0.04266666666666663,0.9412375092506409,0.8663250533017245,100,2270,2370
2024-10-06_20-36-33_0001281,0,0.99072,1.0376533333333333,0.04693333333333327,0.9925277233123779,0.9205663154522578,110,2270,2380
2024-10-06_20-36-35_0001282,0,0.9821866666666667,1.02912,0.04693333333333338,0.9976581335067749,0.9414445161819458,110,2250,2360
2024-10-06_20-36-35_0001282,1,2.868053333333333,2.9192533333333333,0.051200000000000134,0.9975646734237671,0.927233317723641,120,6670,6790
2024-10-06_20-57-56_0001356,0,0.9949866666666667,1.0376533333333333,0.04266666666666663,0.966510534286499,0.8990799242799933,100,2280,2380
2024-10-06_21-00-54_0001364,0,0.9864533333333333,1.0333866666666667,0.04693333333333338,0.9571377635002136,0.8616253857811292,110,2260,2370
2024-10-06_21-19-52_0001403,0,0.51712,0.5597866666666667,0.04266666666666663,0.9608350396156311,0.9101426330479708,100,1160,1260
2024-10-06_21-46-08_0001443,0,1.01632,1.05472,0.03840000000000021,0.9657188057899475,0.9411576628684998,90,2330,2420
2024-10-06_22-06-53_0001484,0,0.99072,1.0888533333333332,0.09813333333333318,0.9931415915489197,0.864153116941452,230,2270,2500
2024-10-06_22-07-12_0001488,0,0.97792,1.0333866666666667,0.055466666666666664,0.9573880434036255,0.8208009834800448,130,2240,2370
2024-10-06_22-07-12_0001488,1,1.63072,1.68192,0.051200000000000134,0.8546075224876404,0.7521215906509986,120,3770,3890
2024-10-06_22-07-12_0001488,2,1.7160533333333334,1.77152,0.05546666666666655,0.8478832244873047,0.7082936891487667,130,3970,4100
2024-10-06_22-07-12_0001488,3,2.223786666666667,2.3304533333333333,0.10666666666666647,0.9372805953025818,0.8703153683589056,250,5160,5410
2024-10-06_22-22-30_0001532,0,0.9949866666666667,1.0333866666666667,0.03839999999999999,0.8888999819755554,0.7971391081809998,90,2280,2370
2024-10-06_22-25-59_0001555,0,0.9949866666666667,1.0376533333333333,0.04266666666666663,0.9688140153884888,0.9252870624715631,100,2280,2380
2024-10-06_22-43-13_0001631,0,0.9864533333333333,1.02912,0.04266666666666674,0.9053137302398682,0.808315781029788,100,2260,2360
2024-10-06_22-44-13_0001638,0,0.9949866666666667,1.0461866666666666,0.05119999999999991,0.9872915744781494,0.8735850843099447,120,2280,2400
2024-10-06_23-14-15_0001726,0,0.9821866666666667,1.02912,0.04693333333333338,0.9452654719352722,0.8448749855160713,110,2250,2360
2024-10-06_23-31-56_0001801,0,1.02912,1.0717866666666667,0.04266666666666663,0.9620746374130249,0.9015474861318414,100,2360,2460
2024-10-06_23-32-27_0001805,0,0.9949866666666667,1.0376533333333333,0.04266666666666663,0.9410133361816406,0.8611753826791589,100,2280,2380
2024-10-06_23-45-16_0001853,0,1.0248533333333334,1.0845866666666666,0.059733333333333194,0.9934406876564026,0.8430151224136353,140,2350,2490
2024-10-06_23-45-16_0001853,1,1.16992,1.2125866666666667,0.04266666666666663,0.9776071310043335,0.9129548181187023,100,2690,2790
2024-10-06_23-45-16_0001853,2,1.29792,1.3405866666666666,0.04266666666666663,0.977667510509491,0.9131129817529158,100,2990,3090
2024-10-06_23-48-40_0001868,0,0.9693866666666666,1.0120533333333332,0.04266666666666663,0.8690488338470459,0.7580713954838839,100,2220,2320
2024-10-06_23-57-58_0001908,0,0.99072,1.02912,0.03839999999999999,0.8761985301971436,0.7918053239583969,90,2270,2360
